"cnty_fips","display_name","Value","theme_range","airqual","PARKS","sev_housing"
48167,"""Galveston, (TX)""",80.9,"76.0 - 91.3 (584)",10.3,34,16.3
48171,"""Gillespie, (TX)""",86.4,"76.0 - 91.3 (584)",8.4,12,17
48173,"""Glasscock, (TX)""",-1,,7.2,0,7.4
48175,"""Goliad, (TX)""",104.9,"91.4 - 108.6 (588)",9.3,11,9.7
48177,"""Gonzales, (TX)""",110.4,"108.7 - 131.0 (582)",9.7,21,18.1
48185,"""Grimes, (TX)""",131.6,"131.1 - 349.8 (586)",10.2,0,17.1
48187,"""Guadalupe, (TX)""",106.2,"91.4 - 108.6 (588)",10.4,13,12
48193,"""Hamilton, (TX)""",63.6,"28.0 - 75.9 (591)",8.6,7,13.6
48199,"""Hardin, (TX)""",109.1,"108.7 - 131.0 (582)",9.6,0,12.1
48201,"""Harris, (TX)""",87.6,"76.0 - 91.3 (584)",12,31,20.9
48209,"""Hays, (TX)""",76.4,"76.0 - 91.3 (584)",10.3,8,22.6
48215,"""Hidalgo, (TX)""",104.9,"91.4 - 108.6 (588)",9.4,8,27.6
48217,"""Hill, (TX)""",136.9,"131.1 - 349.8 (586)",10.1,17,15.8
48225,"""Houston, (TX)""",156.6,"131.1 - 349.8 (586)",9.8,7,16.5
48229,"""Hudspeth, (TX)""",-1,,6.1,0,22.1
48235,"""Irion, (TX)""",-1,,7.3,38,12
48239,"""Jackson, (TX)""",113.4,"108.7 - 131.0 (582)",9.5,0,12.7
48241,"""Jasper, (TX)""",120.4,"108.7 - 131.0 (582)",9.5,0,12.1
48243,"""Jeff Davis, (TX)""",-1,,5.6,33,11
48245,"""Jefferson, (TX)""",114.8,"108.7 - 131.0 (582)",10,31,17.4
48247,"""Jim Hogg, (TX)""",121.8,"108.7 - 131.0 (582)",8.1,0,11
48249,"""Jim Wells, (TX)""",196.9,"131.1 - 349.8 (586)",9.1,6,16.7
48255,"""Karnes, (TX)""",138.9,"131.1 - 349.8 (586)",9.4,10,15.5
48259,"""Kendall, (TX)""",92.1,"91.4 - 108.6 (588)",9.2,12,15.8
48261,"""Kenedy, (TX)""",-1,,8.4,0,11.5
48265,"""Kerr, (TX)""",74.7,"28.0 - 75.9 (591)",8.5,22,17.7
48267,"""Kimble, (TX)""",152.8,"131.1 - 349.8 (586)",7.5,6,12.1
48271,"""Kinney, (TX)""",-1,,7.6,32,10
48273,"""Kleberg, (TX)""",160.7,"131.1 - 349.8 (586)",9.1,24,21
48281,"""Lampasas, (TX)""",73.8,"28.0 - 75.9 (591)",9,1,11.5
48283,"""La Salle, (TX)""",135.1,"131.1 - 349.8 (586)",8.2,8,16.9
48285,"""Lavaca, (TX)""",141.7,"131.1 - 349.8 (586)",9.6,13,11.4
48287,"""Lee, (TX)""",82.1,"76.0 - 91.3 (584)",9.7,3,13.3
48289,"""Leon, (TX)""",67.3,"28.0 - 75.9 (591)",9.7,3,11.6
48291,"""Liberty, (TX)""",175.4,"131.1 - 349.8 (586)",10.3,2,18.5
48293,"""Limestone, (TX)""",110.8,"108.7 - 131.0 (582)",9.9,13,13.6
48297,"""Live Oak, (TX)""",75.1,"28.0 - 75.9 (591)",9.2,14,12
48299,"""Llano, (TX)""",75.4,"28.0 - 75.9 (591)",8.8,8,13.1
48301,"""Loving, (TX)""",-1,,6.6,0,22.9
48307,"""McCulloch, (TX)""",85,"76.0 - 91.3 (584)",7.8,28,14.1
48309,"""McLennan, (TX)""",115.4,"108.7 - 131.0 (582)",10.4,39,19.1
48311,"""McMullen, (TX)""",-1,,8.5,13,4
48313,"""Madison, (TX)""",122.3,"108.7 - 131.0 (582)",9.8,0,18
48319,"""Mason, (TX)""",-1,,7.8,0,8.6
48321,"""Matagorda, (TX)""",124.1,"108.7 - 131.0 (582)",9.8,13,16.2
48323,"""Maverick, (TX)""",63.6,"28.0 - 75.9 (591)",8.2,0,25.4
48325,"""Medina, (TX)""",112.5,"108.7 - 131.0 (582)",9.4,11,14.1
48327,"""Menard, (TX)""",201.5,"131.1 - 349.8 (586)",7.4,0,12.4
48329,"""Midland, (TX)""",116.3,"108.7 - 131.0 (582)",7.9,66,14.5
48331,"""Milam, (TX)""",118.9,"108.7 - 131.0 (582)",9.9,3,14.8
48333,"""Mills, (TX)""",77.4,"76.0 - 91.3 (584)",8.2,17,11.9
48339,"""Montgomery, (TX)""",74.9,"28.0 - 75.9 (591)",11.4,12,16
48347,"""Nacogdoches, (TX)""",96.1,"91.4 - 108.6 (588)",9.9,22,19.5
48349,"""Navarro, (TX)""",118.4,"108.7 - 131.0 (582)",10.2,10,17.1
48351,"""Newton, (TX)""",185.8,"131.1 - 349.8 (586)",9.5,0,7.3
48355,"""Nueces, (TX)""",88.3,"76.0 - 91.3 (584)",9.9,74,17.9
48361,"""Orange, (TX)""",154.6,"131.1 - 349.8 (586)",9.8,12,12.8
48371,"""Pecos, (TX)""",91,"76.0 - 91.3 (584)",7,41,13
48373,"""Polk, (TX)""",118.7,"108.7 - 131.0 (582)",9.9,3,15.4
48377,"""Presidio, (TX)""",-1,,5.9,16,11
48383,"""Reagan, (TX)""",-1,,7.2,59,16.7
48385,"""Real, (TX)""",126.4,"108.7 - 131.0 (582)",7.5,2,9.9
48389,"""Reeves, (TX)""",130,"108.7 - 131.0 (582)",6.7,23,11.3
48391,"""Refugio, (TX)""",90.6,"76.0 - 91.3 (584)",9.3,0,10.1
48395,"""Robertson, (TX)""",134.6,"131.1 - 349.8 (586)",9.8,12,16.5
48399,"""Runnels, (TX)""",99.1,"91.4 - 108.6 (588)",7.8,38,8.3
48403,"""Sabine, (TX)""",173.8,"131.1 - 349.8 (586)",9.2,0,13.2
48405,"""San Augustine, (TX)""",66.1,"28.0 - 75.9 (591)",9.3,0,15.6
48407,"""San Jacinto, (TX)""",93.5,"91.4 - 108.6 (588)",10,1,15.3
48409,"""San Patricio, (TX)""",94.3,"91.4 - 108.6 (588)",9.7,8,16.3
48411,"""San Saba, (TX)""",108.9,"108.7 - 131.0 (582)",8.1,0,13.8
48413,"""Schleicher, (TX)""",-1,,7.3,15,18.9
48419,"""Shelby, (TX)""",129.9,"108.7 - 131.0 (582)",9.8,9,11.1
48427,"""Starr, (TX)""",113.8,"108.7 - 131.0 (582)",8.6,0,21.5
48431,"""Sterling, (TX)""",-1,,7.2,47,15.8
48435,"""Sutton, (TX)""",-1,,7.3,0,12.3
48443,"""Terrell, (TX)""",-1,,7.2,49,4.7
48451,"""Tom Green, (TX)""",62.5,"28.0 - 75.9 (591)",8,14,15.2
48453,"""Travis, (TX)""",64.9,"28.0 - 75.9 (591)",10.5,36,21.5
48455,"""Trinity, (TX)""",107,"91.4 - 108.6 (588)",9.8,0,12.1
48457,"""Tyler, (TX)""",171.9,"131.1 - 349.8 (586)",9.3,4,12
48461,"""Upton, (TX)""",176.8,"131.1 - 349.8 (586)",7.3,48,11
48463,"""Uvalde, (TX)""",103.9,"91.4 - 108.6 (588)",8.2,29,18.7
48465,"""Val Verde, (TX)""",88.5,"76.0 - 91.3 (584)",8.1,19,16.3
48469,"""Victoria, (TX)""",86.6,"76.0 - 91.3 (584)",9.9,14,16
48471,"""Walker, (TX)""",78,"76.0 - 91.3 (584)",10.1,15,18.3
48473,"""Waller, (TX)""",117.4,"108.7 - 131.0 (582)",10.8,4,22.4
48475,"""Ward, (TX)""",209.6,"131.1 - 349.8 (586)",7.1,57,10.9
48477,"""Washington, (TX)""",65.7,"28.0 - 75.9 (591)",9.9,14,13.5
48479,"""Webb, (TX)""",92.3,"91.4 - 108.6 (588)",8.4,8,31.5
48481,"""Wharton, (TX)""",122.1,"108.7 - 131.0 (582)",10,7,15.3
48489,"""Willacy, (TX)""",122.3,"108.7 - 131.0 (582)",8.8,13,18.6
48491,"""Williamson, (TX)""",69.3,"28.0 - 75.9 (591)",10.4,23,13.1
48493,"""Wilson, (TX)""",109.4,"108.7 - 131.0 (582)",9.9,0,13
48495,"""Winkler, (TX)""",216.3,"131.1 - 349.8 (586)",7,74,7.1
48505,"""Zapata, (TX)""",70.9,"28.0 - 75.9 (591)",7.9,29,19.4
48507,"""Zavala, (TX)""",136.4,"131.1 - 349.8 (586)",8.3,49,20.1
05007,"""Benton, (AR)""",115.6,"108.7 - 131.0 (582)",10.4,23,11.6
05033,"""Crawford, (AR)""",144.9,"131.1 - 349.8 (586)",10.3,7,13.6
05047,"""Franklin, (AR)""",171.6,"131.1 - 349.8 (586)",9.8,11,11.6
05057,"""Hempstead, (AR)""",150.1,"131.1 - 349.8 (586)",10.1,8,16.9
05061,"""Howard, (AR)""",193.9,"131.1 - 349.8 (586)",10,3,14.4
05081,"""Little River, (AR)""",108,"91.4 - 108.6 (588)",10.1,2,10.2
05083,"""Logan, (AR)""",144.7,"131.1 - 349.8 (586)",9.9,25,10.2
05087,"""Madison, (AR)""",202.9,"131.1 - 349.8 (586)",9.2,1,12.8
05091,"""Miller, (AR)""",90.9,"76.0 - 91.3 (584)",10.1,8,14.9
05113,"""Polk, (AR)""",122,"108.7 - 131.0 (582)",9.4,9,15.9
05127,"""Scott, (AR)""",138.9,"131.1 - 349.8 (586)",9.4,1,13.5
05131,"""Sebastian, (AR)""",151.1,"131.1 - 349.8 (586)",10.6,18,15.9
05133,"""Sevier, (AR)""",106.5,"91.4 - 108.6 (588)",9.9,11,15.3
05143,"""Washington, (AR)""",197.8,"131.1 - 349.8 (586)",9.9,20,18.7
08001,"""Adams, (CO)""",72.5,"28.0 - 75.9 (591)",9.2,66,19
08003,"""Alamosa, (CO)""",107.5,"91.4 - 108.6 (588)",4.6,0,16.8
08005,"""Arapahoe, (CO)""",55,"28.0 - 75.9 (591)",8.1,68,17.6
08009,"""Baca, (CO)""",94.7,"91.4 - 108.6 (588)",5.6,34,13.1
08011,"""Bent, (CO)""",106.8,"91.4 - 108.6 (588)",5.4,33,18.4
08013,"""Boulder, (CO)""",45.3,"28.0 - 75.9 (591)",7.7,71,20.1
08014,"""Broomfield, (CO)""",44.1,"28.0 - 75.9 (591)",8.5,76,13.8
08015,"""Chaffee, (CO)""",60.4,"28.0 - 75.9 (591)",4.2,0,14
08017,"""Cheyenne, (CO)""",-1,,5.8,53,7
08019,"""Clear Creek, (CO)""",51.3,"28.0 - 75.9 (591)",4.6,10,10.7
08021,"""Conejos, (CO)""",98.3,"91.4 - 108.6 (588)",4.4,10,16
08023,"""Costilla, (CO)""",-1,,4.2,0,18.3
08025,"""Crowley, (CO)""",-1,,5.4,0,15.3
08027,"""Custer, (CO)""",-1,,4.2,21,28
08031,"""Denver, (CO)""",63.3,"28.0 - 75.9 (591)",8.2,85,20
08035,"""Douglas, (CO)""",33.7,"28.0 - 75.9 (591)",7,54,10.8
08037,"""Eagle, (CO)""",28,"28.0 - 75.9 (591)",4.2,40,19.3
08039,"""Elbert, (CO)""",74.6,"28.0 - 75.9 (591)",6.2,6,16.5
08041,"""El Paso, (CO)""",73.8,"28.0 - 75.9 (591)",6.1,65,16.2
08043,"""Fremont, (CO)""",99.5,"91.4 - 108.6 (588)",5,14,15.3
08047,"""Gilpin, (CO)""",-1,,4.6,13,24.3
08049,"""Grand, (CO)""",45.3,"28.0 - 75.9 (591)",4.1,36,15
08055,"""Huerfano, (CO)""",65,"28.0 - 75.9 (591)",4.4,39,18.8
08057,"""Jackson, (CO)""",-1,,3.4,3,16.3
08059,"""Jefferson, (CO)""",70.1,"28.0 - 75.9 (591)",8.4,68,14.6
08061,"""Kiowa, (CO)""",-1,,5.8,0,12.5
08063,"""Kit Carson, (CO)""",69.3,"28.0 - 75.9 (591)",6.1,23,11
08065,"""Lake, (CO)""",-1,,3.9,41,16.3
08069,"""Larimer, (CO)""",52.4,"28.0 - 75.9 (591)",6.6,55,17.8
08071,"""Las Animas, (CO)""",94,"91.4 - 108.6 (588)",4.8,30,18.2
08073,"""Lincoln, (CO)""",-1,,5.5,19,14
08075,"""Logan, (CO)""",88,"76.0 - 91.3 (584)",5.7,34,12.8
08087,"""Morgan, (CO)""",62.5,"28.0 - 75.9 (591)",6.3,6,16.2
08089,"""Otero, (CO)""",140.1,"131.1 - 349.8 (586)",5.7,27,17.3
08093,"""Park, (CO)""",55.6,"28.0 - 75.9 (591)",4.5,0,15.3
08095,"""Phillips, (CO)""",86.9,"76.0 - 91.3 (584)",5.9,59,18.1
08099,"""Prowers, (CO)""",66,"28.0 - 75.9 (591)",6.4,33,15.3
08101,"""Pueblo, (CO)""",59.1,"28.0 - 75.9 (591)",6,63,17.4
08105,"""Rio Grande, (CO)""",83,"76.0 - 91.3 (584)",4.4,20,18.9
08109,"""Saguache, (CO)""",-1,,4.1,33,18.7
08115,"""Sedgwick, (CO)""",182.5,"131.1 - 349.8 (586)",5.7,0,10.2
08117,"""Summit, (CO)""",30.1,"28.0 - 75.9 (591)",4.1,30,24.6
08119,"""Teller, (CO)""",76.7,"76.0 - 91.3 (584)",5,13,15.7
08121,"""Washington, (CO)""",-1,,5.7,0,11.3
08123,"""Weld, (CO)""",56.6,"28.0 - 75.9 (591)",8.6,52,17.7
08125,"""Yuma, (CO)""",47.5,"28.0 - 75.9 (591)",5.9,41,8.3
19001,"""Adair, (IA)""",122.9,"108.7 - 131.0 (582)",8.7,53,8.9
19003,"""Adams, (IA)""",129.4,"108.7 - 131.0 (582)",8.7,2,11.2
19009,"""Audubon, (IA)""",-1,,8.7,17,5.5
19015,"""Boone, (IA)""",113.1,"108.7 - 131.0 (582)",9.1,20,12.7
19021,"""Buena Vista, (IA)""",114.7,"108.7 - 131.0 (582)",8.7,36,14.3
19025,"""Calhoun, (IA)""",114,"108.7 - 131.0 (582)",8.8,44,9
19027,"""Carroll, (IA)""",81.4,"76.0 - 91.3 (584)",8.9,63,9
19029,"""Cass, (IA)""",152.9,"131.1 - 349.8 (586)",8.7,24,9.8
19035,"""Cherokee, (IA)""",97.9,"91.4 - 108.6 (588)",8.6,18,5.8
19039,"""Clarke, (IA)""",141.2,"131.1 - 349.8 (586)",8.9,38,12.8
19041,"""Clay, (IA)""",77.5,"76.0 - 91.3 (584)",8.2,29,8.5
19047,"""Crawford, (IA)""",87.5,"76.0 - 91.3 (584)",8.8,37,10
19049,"""Dallas, (IA)""",78.4,"76.0 - 91.3 (584)",9.2,19,9.8
19053,"""Decatur, (IA)""",104.1,"91.4 - 108.6 (588)",9,33,15.4
19059,"""Dickinson, (IA)""",97.3,"91.4 - 108.6 (588)",8,40,10.7
19063,"""Emmet, (IA)""",128.9,"108.7 - 131.0 (582)",8,68,9.2
19071,"""Fremont, (IA)""",72.9,"28.0 - 75.9 (591)",9.1,31,8.7
19073,"""Greene, (IA)""",124,"108.7 - 131.0 (582)",8.8,56,14.8
19077,"""Guthrie, (IA)""",108.5,"91.4 - 108.6 (588)",8.8,30,10.6
19079,"""Hamilton, (IA)""",85.2,"76.0 - 91.3 (584)",9.1,41,12.6
19081,"""Hancock, (IA)""",73.4,"28.0 - 75.9 (591)",8.4,34,7.1
19085,"""Harrison, (IA)""",100.9,"91.4 - 108.6 (588)",8.9,22,11.1
19091,"""Humboldt, (IA)""",172.7,"131.1 - 349.8 (586)",8.6,43,6.2
19093,"""Ida, (IA)""",133.4,"131.1 - 349.8 (586)",8.6,35,6.1
19109,"""Kossuth, (IA)""",122.8,"108.7 - 131.0 (582)",8.3,34,8.1
19119,"""Lyon, (IA)""",78.9,"76.0 - 91.3 (584)",8.3,46,8.3
19121,"""Madison, (IA)""",102.5,"91.4 - 108.6 (588)",8.8,16,9.8
19129,"""Mills, (IA)""",78,"76.0 - 91.3 (584)",9.1,16,9.5
19133,"""Monona, (IA)""",218.8,"131.1 - 349.8 (586)",8.8,49,8.3
19137,"""Montgomery, (IA)""",146.6,"131.1 - 349.8 (586)",8.5,63,12.6
19141,"""O'Brien, (IA)""",106.5,"91.4 - 108.6 (588)",8.5,6,9.1
19143,"""Osceola, (IA)""",107,"91.4 - 108.6 (588)",8.1,53,9.3
19145,"""Page, (IA)""",131.5,"131.1 - 349.8 (586)",9,56,9.2
19147,"""Palo Alto, (IA)""",95.2,"91.4 - 108.6 (588)",8.1,51,10.8
19149,"""Plymouth, (IA)""",66.2,"28.0 - 75.9 (591)",8.9,48,7.2
19151,"""Pocahontas, (IA)""",214.4,"131.1 - 349.8 (586)",8.5,32,8.1
19155,"""Pottawattamie, (IA)""",95.1,"91.4 - 108.6 (588)",9.5,55,13.7
19159,"""Ringgold, (IA)""",139.4,"131.1 - 349.8 (586)",8.9,22,13.5
19161,"""Sac, (IA)""",116.5,"108.7 - 131.0 (582)",8.8,56,7.9
19165,"""Shelby, (IA)""",63.8,"28.0 - 75.9 (591)",8.6,47,9.6
19167,"""Sioux, (IA)""",52.2,"28.0 - 75.9 (591)",8.8,34,8.7
19173,"""Taylor, (IA)""",115.8,"108.7 - 131.0 (582)",9,41,11.1
19175,"""Union, (IA)""",111.1,"108.7 - 131.0 (582)",8.9,44,11.6
19187,"""Webster, (IA)""",139,"131.1 - 349.8 (586)",8.9,46,12.3
19189,"""Winnebago, (IA)""",112,"108.7 - 131.0 (582)",8.1,23,7
19193,"""Woodbury, (IA)""",76.8,"76.0 - 91.3 (584)",9,65,14.2
19197,"""Wright, (IA)""",116.8,"108.7 - 131.0 (582)",8.8,43,10.3
20001,"""Allen, (KS)""",101.6,"91.4 - 108.6 (588)",9.5,24,11.8
20003,"""Anderson, (KS)""",86.7,"76.0 - 91.3 (584)",9.2,23,12.4
20005,"""Atchison, (KS)""",93.2,"91.4 - 108.6 (588)",9.7,47,9.7
20007,"""Barber, (KS)""",114.5,"108.7 - 131.0 (582)",7.8,50,9.1
20009,"""Barton, (KS)""",109.3,"108.7 - 131.0 (582)",7.9,42,12
20011,"""Bourbon, (KS)""",95.6,"91.4 - 108.6 (588)",9.5,33,10.8
20013,"""Brown, (KS)""",140.7,"131.1 - 349.8 (586)",9.4,12,11.6
20015,"""Butler, (KS)""",103.8,"91.4 - 108.6 (588)",9.6,15,10.6
20017,"""Chase, (KS)""",-1,,8.6,2,9.2
20019,"""Chautauqua, (KS)""",167.8,"131.1 - 349.8 (586)",9.1,8,9.8
20021,"""Cherokee, (KS)""",143.8,"131.1 - 349.8 (586)",9.9,10,11.5
20023,"""Cheyenne, (KS)""",145.8,"131.1 - 349.8 (586)",6.2,14,7.7
20025,"""Clark, (KS)""",-1,,7.1,32,13
20027,"""Clay, (KS)""",73.4,"28.0 - 75.9 (591)",8.3,17,6.8
20029,"""Cloud, (KS)""",103.1,"91.4 - 108.6 (588)",8.1,49,9.2
20031,"""Coffey, (KS)""",100.7,"91.4 - 108.6 (588)",9.2,26,8.9
20033,"""Comanche, (KS)""",-1,,7.2,55,4.6
20035,"""Cowley, (KS)""",102.6,"91.4 - 108.6 (588)",9.3,37,13.2
20037,"""Crawford, (KS)""",126.5,"108.7 - 131.0 (582)",9.7,30,16.8
20039,"""Decatur, (KS)""",121.8,"108.7 - 131.0 (582)",6.6,47,11.1
20041,"""Dickinson, (KS)""",108.1,"91.4 - 108.6 (588)",8.8,26,9.2
20043,"""Doniphan, (KS)""",143.2,"131.1 - 349.8 (586)",9.9,23,10
20045,"""Douglas, (KS)""",76.9,"76.0 - 91.3 (584)",9.8,67,21.1
20047,"""Edwards, (KS)""",137.3,"131.1 - 349.8 (586)",7.5,32,9.3
20049,"""Elk, (KS)""",178,"131.1 - 349.8 (586)",8.9,22,9.4
20051,"""Ellis, (KS)""",84.2,"76.0 - 91.3 (584)",7.5,41,14.5
20053,"""Ellsworth, (KS)""",128.9,"108.7 - 131.0 (582)",7.8,27,8.6
20055,"""Finney, (KS)""",73.4,"28.0 - 75.9 (591)",7.6,11,15.4
20057,"""Ford, (KS)""",125.3,"108.7 - 131.0 (582)",7.6,52,14.4
20059,"""Franklin, (KS)""",110.1,"108.7 - 131.0 (582)",9.4,9,13.7
20061,"""Geary, (KS)""",156.1,"131.1 - 349.8 (586)",8.8,53,16.9
20063,"""Gove, (KS)""",-1,,6.9,10,6.6
20065,"""Graham, (KS)""",-1,,6.8,6,10.8
20067,"""Grant, (KS)""",115.3,"108.7 - 131.0 (582)",7.2,37,11
20069,"""Gray, (KS)""",107.2,"91.4 - 108.6 (588)",7.4,14,9.9
20071,"""Greeley, (KS)""",-1,,6.6,1,7.4
20073,"""Greenwood, (KS)""",115.7,"108.7 - 131.0 (582)",8.9,24,11.5
20075,"""Hamilton, (KS)""",-1,,6.8,19,11.9
20077,"""Harper, (KS)""",70.3,"28.0 - 75.9 (591)",8.5,42,13.8
20079,"""Harvey, (KS)""",107.5,"91.4 - 108.6 (588)",9.2,29,12.2
20081,"""Haskell, (KS)""",-1,,7.4,18,7
20083,"""Hodgeman, (KS)""",-1,,7.2,40,8.6
20085,"""Jackson, (KS)""",131.7,"131.1 - 349.8 (586)",9.3,25,8.3
20087,"""Jefferson, (KS)""",90,"76.0 - 91.3 (584)",9.7,5,9.8
20089,"""Jewell, (KS)""",-1,,7.6,47,9
20091,"""Johnson, (KS)""",58.5,"28.0 - 75.9 (591)",9.8,54,11.7
20093,"""Kearny, (KS)""",-1,,7.2,43,6.7
20095,"""Kingman, (KS)""",182.5,"131.1 - 349.8 (586)",8.4,13,10.7
20097,"""Kiowa, (KS)""",-1,,7.3,31,14.8
20099,"""Labette, (KS)""",126.6,"108.7 - 131.0 (582)",9.9,29,13.8
20101,"""Lane, (KS)""",-1,,7,44,11.1
20103,"""Leavenworth, (KS)""",98.4,"91.4 - 108.6 (588)",10.1,28,12.1
20105,"""Lincoln, (KS)""",-1,,7.7,21,8.2
20107,"""Linn, (KS)""",115.8,"108.7 - 131.0 (582)",9.3,18,17.1
20109,"""Logan, (KS)""",-1,,6.7,62,15
20111,"""Lyon, (KS)""",85.6,"76.0 - 91.3 (584)",9.1,41,15.4
20113,"""McPherson, (KS)""",88.8,"76.0 - 91.3 (584)",8.8,57,8.7
20115,"""Marion, (KS)""",76.6,"76.0 - 91.3 (584)",8.9,33,11.4
20117,"""Marshall, (KS)""",81.9,"76.0 - 91.3 (584)",8.8,47,11.4
20119,"""Meade, (KS)""",107.2,"91.4 - 108.6 (588)",7.1,43,9.4
20121,"""Miami, (KS)""",89.8,"76.0 - 91.3 (584)",9.7,17,14.8
20123,"""Mitchell, (KS)""",97.8,"91.4 - 108.6 (588)",7.8,19,11.3
20125,"""Montgomery, (KS)""",209.1,"131.1 - 349.8 (586)",10.1,16,16
20127,"""Morris, (KS)""",83.5,"76.0 - 91.3 (584)",8.7,1,9.9
20129,"""Morton, (KS)""",196.4,"131.1 - 349.8 (586)",6.5,13,8.8
20131,"""Nemaha, (KS)""",77.8,"76.0 - 91.3 (584)",9.2,16,7.7
20133,"""Neosho, (KS)""",124.7,"108.7 - 131.0 (582)",9.6,42,12.3
20135,"""Ness, (KS)""",-1,,7.1,19,6.8
20137,"""Norton, (KS)""",77.6,"76.0 - 91.3 (584)",6.7,62,8.6
20139,"""Osage, (KS)""",98,"91.4 - 108.6 (588)",9.3,20,12
20141,"""Osborne, (KS)""",182.8,"131.1 - 349.8 (586)",7.3,33,11.3
20143,"""Ottawa, (KS)""",89.3,"76.0 - 91.3 (584)",8.2,21,6.9
20145,"""Pawnee, (KS)""",116.5,"108.7 - 131.0 (582)",7.7,46,7.3
20147,"""Phillips, (KS)""",92.2,"91.4 - 108.6 (588)",7.1,18,8.3
20149,"""Pottawatomie, (KS)""",88.2,"76.0 - 91.3 (584)",9.1,1,9.6
20151,"""Pratt, (KS)""",94.5,"91.4 - 108.6 (588)",7.8,51,12
20153,"""Rawlins, (KS)""",-1,,6.4,53,7.4
20155,"""Reno, (KS)""",79.5,"76.0 - 91.3 (584)",8.8,31,12
20157,"""Republic, (KS)""",84.4,"76.0 - 91.3 (584)",8,7,8.4
20159,"""Rice, (KS)""",119.6,"108.7 - 131.0 (582)",8.1,46,12
20161,"""Riley, (KS)""",66.9,"28.0 - 75.9 (591)",9,40,23.4
20163,"""Rooks, (KS)""",91.4,"91.4 - 108.6 (588)",7.2,42,10.4
20165,"""Rush, (KS)""",-1,,7.5,40,9.4
20167,"""Russell, (KS)""",93.3,"91.4 - 108.6 (588)",7.5,45,12.5
20169,"""Saline, (KS)""",72.6,"28.0 - 75.9 (591)",8.5,24,15.4
20171,"""Scott, (KS)""",122.8,"108.7 - 131.0 (582)",7,66,11.4
20173,"""Sedgwick, (KS)""",97.9,"91.4 - 108.6 (588)",10,55,14
20175,"""Seward, (KS)""",84.6,"76.0 - 91.3 (584)",7.2,42,15.1
20177,"""Shawnee, (KS)""",82.7,"76.0 - 91.3 (584)",9.6,51,14.1
20179,"""Sheridan, (KS)""",-1,,6.7,40,7.5
20181,"""Sherman, (KS)""",101.2,"91.4 - 108.6 (588)",6.4,69,15.9
20183,"""Smith, (KS)""",89.1,"76.0 - 91.3 (584)",7.3,35,12.1
20185,"""Stafford, (KS)""",-1,,7.8,62,8
20187,"""Stanton, (KS)""",-1,,6.5,8,7.8
20189,"""Stevens, (KS)""",-1,,7,39,9.8
20191,"""Sumner, (KS)""",110,"108.7 - 131.0 (582)",9.1,10,11.8
20193,"""Thomas, (KS)""",77.3,"76.0 - 91.3 (584)",6.6,52,7.1
20195,"""Trego, (KS)""",189.2,"131.1 - 349.8 (586)",6.9,55,8.4
20197,"""Wabaunsee, (KS)""",68.6,"28.0 - 75.9 (591)",8.9,0,9.1
20199,"""Wallace, (KS)""",-1,,6.5,41,4.9
20201,"""Washington, (KS)""",124.2,"108.7 - 131.0 (582)",8.4,23,7.5
20203,"""Wichita, (KS)""",-1,,6.8,53,8.1
20205,"""Wilson, (KS)""",150.1,"131.1 - 349.8 (586)",9.7,33,12
20207,"""Woodson, (KS)""",-1,,9.2,37,10.7
20209,"""Wyandotte, (KS)""",91.9,"91.4 - 108.6 (588)",10.1,55,21
22017,"""Caddo, (LA)""",90.2,"76.0 - 91.3 (584)",10.3,28,17
27013,"""Blue Earth, (MN)""",60.2,"28.0 - 75.9 (591)",8,63,15.4
27015,"""Brown, (MN)""",54.8,"28.0 - 75.9 (591)",7.5,64,11.6
27033,"""Cottonwood, (MN)""",118.8,"108.7 - 131.0 (582)",7.4,39,12
27043,"""Faribault, (MN)""",132.7,"131.1 - 349.8 (586)",8,43,10.5
27063,"""Jackson, (MN)""",72.2,"28.0 - 75.9 (591)",7.8,22,9.5
27079,"""Le Sueur, (MN)""",67.5,"28.0 - 75.9 (591)",7.7,19,10.4
27081,"""Lincoln, (MN)""",103,"91.4 - 108.6 (588)",6.7,20,9.7
27083,"""Lyon, (MN)""",56.6,"28.0 - 75.9 (591)",6.8,11,13
27091,"""Martin, (MN)""",72.1,"28.0 - 75.9 (591)",7.9,51,11.8
27101,"""Murray, (MN)""",68.1,"28.0 - 75.9 (591)",7.3,25,8.2
27103,"""Nicollet, (MN)""",54.7,"28.0 - 75.9 (591)",7.8,47,11.1
27105,"""Nobles, (MN)""",67.2,"28.0 - 75.9 (591)",7.9,44,16.8
27117,"""Pipestone, (MN)""",54.6,"28.0 - 75.9 (591)",7.5,37,13.4
27127,"""Redwood, (MN)""",63.7,"28.0 - 75.9 (591)",7,42,9
27133,"""Rock, (MN)""",104.2,"91.4 - 108.6 (588)",7.9,39,11.6
27143,"""Sibley, (MN)""",64.2,"28.0 - 75.9 (591)",7.2,32,9.9
27165,"""Watonwan, (MN)""",60.6,"28.0 - 75.9 (591)",7.5,48,8.8
29003,"""Andrew, (MO)""",86.3,"76.0 - 91.3 (584)",9.9,12,10.4
29005,"""Atchison, (MO)""",88.3,"76.0 - 91.3 (584)",9.2,53,7.7
29009,"""Barry, (MO)""",160,"131.1 - 349.8 (586)",9.8,8,13.6
29011,"""Barton, (MO)""",127.5,"108.7 - 131.0 (582)",9.3,13,11.2
