"cnty_fips","display_name","Value","theme_range","total_cost"
30083,"""Richland, (MT)""",149.7,"148.7 - 175.5 (644)",17761
30085,"""Roosevelt, (MT)""",251.1,"242.9 - 651.5 (644)",20466
30087,"""Rosebud, (MT)""",191.5,"175.6 - 204.1 (644)",20696
30089,"""Sanders, (MT)""",209.1,"204.2 - 242.8 (644)",15865
30091,"""Sheridan, (MT)""",154.8,"148.7 - 175.5 (644)",14741
30093,"""Silver Bow, (MT)""",248.6,"242.9 - 651.5 (644)",18009
30095,"""Stillwater, (MT)""",165.1,"148.7 - 175.5 (644)",18949
30097,"""Sweet Grass, (MT)""",168.4,"148.7 - 175.5 (644)",14302
30099,"""Teton, (MT)""",159,"148.7 - 175.5 (644)",14677
30101,"""Toole, (MT)""",182.6,"175.6 - 204.1 (644)",16796
30103,"""Treasure, (MT)""",169.7,"148.7 - 175.5 (644)",11775
30105,"""Valley, (MT)""",250.8,"242.9 - 651.5 (644)",21564
30107,"""Wheatland, (MT)""",173.8,"148.7 - 175.5 (644)",26834
30109,"""Wibaux, (MT)""",139.2,"26.6 - 148.6 (644)",12040
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",18688
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",16455
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",16313
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",19200
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",11215
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",16578
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",19609
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",22558
38015,"""Burleigh, (ND)""",108.4,"26.6 - 148.6 (644)",16232
38017,"""Cass, (ND)""",108.8,"26.6 - 148.6 (644)",19282
38019,"""Cavalier, (ND)""",175.5,"148.7 - 175.5 (644)",15024
38021,"""Dickey, (ND)""",208.7,"204.2 - 242.8 (644)",20859
38023,"""Divide, (ND)""",159,"148.7 - 175.5 (644)",20609
38025,"""Dunn, (ND)""",182.6,"175.6 - 204.1 (644)",13018
38027,"""Eddy, (ND)""",208.1,"204.2 - 242.8 (644)",18654
38029,"""Emmons, (ND)""",205.6,"204.2 - 242.8 (644)",20529
38031,"""Foster, (ND)""",203.9,"175.6 - 204.1 (644)",15393
38033,"""Golden Valley, (ND)""",196.5,"175.6 - 204.1 (644)",12388
38035,"""Grand Forks, (ND)""",174.6,"148.7 - 175.5 (644)",18969
38037,"""Grant, (ND)""",124.7,"26.6 - 148.6 (644)",16990
38039,"""Griggs, (ND)""",161.1,"148.7 - 175.5 (644)",21246
38041,"""Hettinger, (ND)""",161.7,"148.7 - 175.5 (644)",15943
38043,"""Kidder, (ND)""",150.4,"148.7 - 175.5 (644)",18101
38045,"""LaMoure, (ND)""",158.2,"148.7 - 175.5 (644)",14079
38047,"""Logan, (ND)""",204.2,"204.2 - 242.8 (644)",14021
38049,"""McHenry, (ND)""",183.6,"175.6 - 204.1 (644)",15158
38051,"""McIntosh, (ND)""",194.5,"175.6 - 204.1 (644)",20689
38053,"""McKenzie, (ND)""",238.6,"204.2 - 242.8 (644)",19800
38055,"""McLean, (ND)""",158,"148.7 - 175.5 (644)",16557
38057,"""Mercer, (ND)""",161.5,"148.7 - 175.5 (644)",20157
38059,"""Morton, (ND)""",151.6,"148.7 - 175.5 (644)",17395
38061,"""Mountrail, (ND)""",390.4,"242.9 - 651.5 (644)",22120
38063,"""Nelson, (ND)""",186.4,"175.6 - 204.1 (644)",15872
38065,"""Oliver, (ND)""",123.1,"26.6 - 148.6 (644)",11240
38067,"""Pembina, (ND)""",170,"148.7 - 175.5 (644)",19831
38069,"""Pierce, (ND)""",216.1,"204.2 - 242.8 (644)",17618
38071,"""Ramsey, (ND)""",214.7,"204.2 - 242.8 (644)",16995
38073,"""Ransom, (ND)""",255.5,"242.9 - 651.5 (644)",18775
38075,"""Renville, (ND)""",184.2,"175.6 - 204.1 (644)",16878
38077,"""Richland, (ND)""",181.4,"175.6 - 204.1 (644)",19854
38079,"""Rolette, (ND)""",270.9,"242.9 - 651.5 (644)",21153
38081,"""Sargent, (ND)""",204.3,"204.2 - 242.8 (644)",21588
38083,"""Sheridan, (ND)""",130.8,"26.6 - 148.6 (644)",12401
38085,"""Sioux, (ND)""",437.8,"242.9 - 651.5 (644)",26186
38087,"""Slope, (ND)""",172.1,"148.7 - 175.5 (644)",19630
38089,"""Stark, (ND)""",159,"148.7 - 175.5 (644)",15275
38091,"""Steele, (ND)""",133,"26.6 - 148.6 (644)",17784
38093,"""Stutsman, (ND)""",200.1,"175.6 - 204.1 (644)",21167
38095,"""Towner, (ND)""",195.9,"175.6 - 204.1 (644)",24895
38097,"""Traill, (ND)""",122.4,"26.6 - 148.6 (644)",19611
38099,"""Walsh, (ND)""",176.7,"175.6 - 204.1 (644)",19866
38101,"""Ward, (ND)""",151.8,"148.7 - 175.5 (644)",17354
38103,"""Wells, (ND)""",209.9,"204.2 - 242.8 (644)",18638
38105,"""Williams, (ND)""",201.6,"175.6 - 204.1 (644)",20058
41001,"""Baker, (OR)""",163.1,"148.7 - 175.5 (644)",16618
41049,"""Morrow, (OR)""",160.3,"148.7 - 175.5 (644)",17147
41059,"""Umatilla, (OR)""",138.7,"26.6 - 148.6 (644)",18830
41061,"""Union, (OR)""",139.7,"26.6 - 148.6 (644)",17715
41063,"""Wallowa, (OR)""",133.9,"26.6 - 148.6 (644)",19256
46013,"""Brown, (SD)""",205,"204.2 - 242.8 (644)",18151
46019,"""Butte, (SD)""",209.2,"204.2 - 242.8 (644)",17102
46021,"""Campbell, (SD)""",206,"204.2 - 242.8 (644)",15493
46025,"""Clark, (SD)""",196.1,"175.6 - 204.1 (644)",18938
46029,"""Codington, (SD)""",197.9,"175.6 - 204.1 (644)",15948
46031,"""Corson, (SD)""",438.3,"242.9 - 651.5 (644)",19667
46037,"""Day, (SD)""",209.4,"204.2 - 242.8 (644)",17957
46039,"""Deuel, (SD)""",196.2,"175.6 - 204.1 (644)",18826
46041,"""Dewey, (SD)""",131.8,"26.6 - 148.6 (644)",24911
46045,"""Edmunds, (SD)""",204.9,"204.2 - 242.8 (644)",18780
46049,"""Faulk, (SD)""",209.4,"204.2 - 242.8 (644)",23727
46051,"""Grant, (SD)""",209.1,"204.2 - 242.8 (644)",19957
46057,"""Hamlin, (SD)""",203.7,"175.6 - 204.1 (644)",18503
46063,"""Harding, (SD)""",216.3,"204.2 - 242.8 (644)",20246
46089,"""McPherson, (SD)""",204.8,"204.2 - 242.8 (644)",17219
46091,"""Marshall, (SD)""",201.7,"175.6 - 204.1 (644)",15246
46105,"""Perkins, (SD)""",246.6,"242.9 - 651.5 (644)",16975
46107,"""Potter, (SD)""",164,"148.7 - 175.5 (644)",18920
46109,"""Roberts, (SD)""",197.5,"175.6 - 204.1 (644)",19510
46115,"""Spink, (SD)""",197.7,"175.6 - 204.1 (644)",20045
46119,"""Sully, (SD)""",160.1,"148.7 - 175.5 (644)",12867
46129,"""Walworth, (SD)""",174.8,"148.7 - 175.5 (644)",17866
46137,"""Ziebach, (SD)""",184.8,"175.6 - 204.1 (644)",15425
53001,"""Adams, (WA)""",187.6,"175.6 - 204.1 (644)",20744
53003,"""Asotin, (WA)""",132.7,"26.6 - 148.6 (644)",18752
53005,"""Benton, (WA)""",190.1,"175.6 - 204.1 (644)",19692
53013,"""Columbia, (WA)""",154.4,"148.7 - 175.5 (644)",21857
53017,"""Douglas, (WA)""",154.6,"148.7 - 175.5 (644)",17006
53019,"""Ferry, (WA)""",206.7,"204.2 - 242.8 (644)",17285
53021,"""Franklin, (WA)""",144.8,"26.6 - 148.6 (644)",19051
53023,"""Garfield, (WA)""",170.1,"148.7 - 175.5 (644)",18191
53025,"""Grant, (WA)""",199,"175.6 - 204.1 (644)",17764
53043,"""Lincoln, (WA)""",216.7,"204.2 - 242.8 (644)",19349
53051,"""Pend Oreille, (WA)""",177.4,"175.6 - 204.1 (644)",16704
53063,"""Spokane, (WA)""",149.8,"148.7 - 175.5 (644)",18203
53065,"""Stevens, (WA)""",227.4,"204.2 - 242.8 (644)",18643
53071,"""Walla Walla, (WA)""",150.9,"148.7 - 175.5 (644)",17288
53075,"""Whitman, (WA)""",186.7,"175.6 - 204.1 (644)",16848
56033,"""Sheridan, (WY)""",179.2,"175.6 - 204.1 (644)",16287
01003,"""Baldwin, (AL)""",184.7,"175.6 - 204.1 (644)",16779
01005,"""Barbour, (AL)""",141.1,"26.6 - 148.6 (644)",21589
01011,"""Bullock, (AL)""",142.5,"26.6 - 148.6 (644)",21573
01013,"""Butler, (AL)""",184.9,"175.6 - 204.1 (644)",20346
01023,"""Choctaw, (AL)""",318.4,"242.9 - 651.5 (644)",22993
01025,"""Clarke, (AL)""",247.5,"242.9 - 651.5 (644)",18950
01031,"""Coffee, (AL)""",246.2,"242.9 - 651.5 (644)",17815
01035,"""Conecuh, (AL)""",216.8,"204.2 - 242.8 (644)",19652
01039,"""Covington, (AL)""",251.2,"242.9 - 651.5 (644)",20543
01041,"""Crenshaw, (AL)""",220.7,"204.2 - 242.8 (644)",18975
01045,"""Dale, (AL)""",153,"148.7 - 175.5 (644)",20946
01053,"""Escambia, (AL)""",254.4,"242.9 - 651.5 (644)",20702
01061,"""Geneva, (AL)""",215.1,"204.2 - 242.8 (644)",19363
01067,"""Henry, (AL)""",161.6,"148.7 - 175.5 (644)",18647
01069,"""Houston, (AL)""",133.5,"26.6 - 148.6 (644)",19521
01097,"""Mobile, (AL)""",221.5,"204.2 - 242.8 (644)",19945
01099,"""Monroe, (AL)""",171.3,"148.7 - 175.5 (644)",21251
01109,"""Pike, (AL)""",138.1,"26.6 - 148.6 (644)",20340
01129,"""Washington, (AL)""",249.1,"242.9 - 651.5 (644)",19448
01131,"""Wilcox, (AL)""",175.7,"175.6 - 204.1 (644)",19831
12001,"""Alachua, (FL)""",134.5,"26.6 - 148.6 (644)",20482
12003,"""Baker, (FL)""",221.1,"204.2 - 242.8 (644)",23360
12005,"""Bay, (FL)""",222.2,"204.2 - 242.8 (644)",20918
12007,"""Bradford, (FL)""",208.8,"204.2 - 242.8 (644)",22398
12009,"""Brevard, (FL)""",198.4,"175.6 - 204.1 (644)",18923
12013,"""Calhoun, (FL)""",213.4,"204.2 - 242.8 (644)",23151
12015,"""Charlotte, (FL)""",151.7,"148.7 - 175.5 (644)",18244
12017,"""Citrus, (FL)""",247.4,"242.9 - 651.5 (644)",17133
12019,"""Clay, (FL)""",157,"148.7 - 175.5 (644)",21033
12021,"""Collier, (FL)""",117.6,"26.6 - 148.6 (644)",16067
12023,"""Columbia, (FL)""",226.2,"204.2 - 242.8 (644)",23610
12027,"""DeSoto, (FL)""",156.9,"148.7 - 175.5 (644)",19347
12029,"""Dixie, (FL)""",225.2,"204.2 - 242.8 (644)",23903
12031,"""Duval, (FL)""",183.4,"175.6 - 204.1 (644)",22732
12033,"""Escambia, (FL)""",179.5,"175.6 - 204.1 (644)",20586
12035,"""Flagler, (FL)""",159.5,"148.7 - 175.5 (644)",17594
12037,"""Franklin, (FL)""",194.3,"175.6 - 204.1 (644)",16639
12039,"""Gadsden, (FL)""",159.4,"148.7 - 175.5 (644)",19606
12041,"""Gilchrist, (FL)""",175.3,"148.7 - 175.5 (644)",22495
12043,"""Glades, (FL)""",168.5,"148.7 - 175.5 (644)",19608
12045,"""Gulf, (FL)""",216.2,"204.2 - 242.8 (644)",19386
12047,"""Hamilton, (FL)""",243.7,"242.9 - 651.5 (644)",20858
12049,"""Hardee, (FL)""",179.3,"175.6 - 204.1 (644)",22456
12051,"""Hendry, (FL)""",240.4,"204.2 - 242.8 (644)",21898
12053,"""Hernando, (FL)""",210.8,"204.2 - 242.8 (644)",17999
12055,"""Highlands, (FL)""",171.2,"148.7 - 175.5 (644)",20911
12057,"""Hillsborough, (FL)""",184,"175.6 - 204.1 (644)",21733
12059,"""Holmes, (FL)""",242,"204.2 - 242.8 (644)",19709
12061,"""Indian River, (FL)""",188.3,"175.6 - 204.1 (644)",17206
12063,"""Jackson, (FL)""",214.6,"204.2 - 242.8 (644)",20141
12065,"""Jefferson, (FL)""",184.4,"175.6 - 204.1 (644)",23182
12067,"""Lafayette, (FL)""",241.1,"204.2 - 242.8 (644)",24713
12069,"""Lake, (FL)""",196.1,"175.6 - 204.1 (644)",18130
12071,"""Lee, (FL)""",148.6,"26.6 - 148.6 (644)",18075
12073,"""Leon, (FL)""",148.9,"148.7 - 175.5 (644)",19760
12075,"""Levy, (FL)""",235.9,"204.2 - 242.8 (644)",20255
12077,"""Liberty, (FL)""",187.9,"175.6 - 204.1 (644)",24120
12079,"""Madison, (FL)""",226.6,"204.2 - 242.8 (644)",20628
12081,"""Manatee, (FL)""",168.8,"148.7 - 175.5 (644)",18103
12083,"""Marion, (FL)""",274.4,"242.9 - 651.5 (644)",17714
12087,"""Monroe, (FL)""",183.1,"175.6 - 204.1 (644)",20498
12089,"""Nassau, (FL)""",178.5,"175.6 - 204.1 (644)",19918
12091,"""Okaloosa, (FL)""",144.5,"26.6 - 148.6 (644)",19440
12093,"""Okeechobee, (FL)""",248.7,"242.9 - 651.5 (644)",21650
12095,"""Orange, (FL)""",170.4,"148.7 - 175.5 (644)",21677
12097,"""Osceola, (FL)""",217,"204.2 - 242.8 (644)",22317
12101,"""Pasco, (FL)""",184.8,"175.6 - 204.1 (644)",20928
12103,"""Pinellas, (FL)""",181.9,"175.6 - 204.1 (644)",22646
12105,"""Polk, (FL)""",189.3,"175.6 - 204.1 (644)",20517
12107,"""Putnam, (FL)""",202.5,"175.6 - 204.1 (644)",21719
12109,"""St. Johns, (FL)""",139.8,"26.6 - 148.6 (644)",18256
12113,"""Santa Rosa, (FL)""",168,"148.7 - 175.5 (644)",20065
12115,"""Sarasota, (FL)""",124,"26.6 - 148.6 (644)",16825
12117,"""Seminole, (FL)""",156.2,"148.7 - 175.5 (644)",20201
12119,"""Sumter, (FL)""",194.3,"175.6 - 204.1 (644)",17026
12121,"""Suwannee, (FL)""",253.3,"242.9 - 651.5 (644)",19686
12123,"""Taylor, (FL)""",224,"204.2 - 242.8 (644)",17866
12125,"""Union, (FL)""",365.2,"242.9 - 651.5 (644)",22401
12127,"""Volusia, (FL)""",214.9,"204.2 - 242.8 (644)",19644
12129,"""Wakulla, (FL)""",182.1,"175.6 - 204.1 (644)",19536
12131,"""Walton, (FL)""",170.5,"148.7 - 175.5 (644)",18179
12133,"""Washington, (FL)""",281.7,"242.9 - 651.5 (644)",21487
13001,"""Appling, (GA)""",279.3,"242.9 - 651.5 (644)",19548
13003,"""Atkinson, (GA)""",176.7,"175.6 - 204.1 (644)",17341
13005,"""Bacon, (GA)""",274.3,"242.9 - 651.5 (644)",24970
13007,"""Baker, (GA)""",144,"26.6 - 148.6 (644)",28414
13017,"""Ben Hill, (GA)""",242.9,"242.9 - 651.5 (644)",19194
13019,"""Berrien, (GA)""",263.4,"242.9 - 651.5 (644)",21046
13025,"""Brantley, (GA)""",269.3,"242.9 - 651.5 (644)",21615
13027,"""Brooks, (GA)""",199.6,"175.6 - 204.1 (644)",21914
13029,"""Bryan, (GA)""",162.6,"148.7 - 175.5 (644)",17085
13037,"""Calhoun, (GA)""",120,"26.6 - 148.6 (644)",23178
13039,"""Camden, (GA)""",205.4,"204.2 - 242.8 (644)",20336
13049,"""Charlton, (GA)""",114.3,"26.6 - 148.6 (644)",20750
13051,"""Chatham, (GA)""",109.9,"26.6 - 148.6 (644)",20643
13061,"""Clay, (GA)""",188.1,"175.6 - 204.1 (644)",21345
13065,"""Clinch, (GA)""",336.3,"242.9 - 651.5 (644)",23003
13069,"""Coffee, (GA)""",238.3,"204.2 - 242.8 (644)",20732
13071,"""Colquitt, (GA)""",180.9,"175.6 - 204.1 (644)",20925
13075,"""Cook, (GA)""",268.7,"242.9 - 651.5 (644)",18559
13081,"""Crisp, (GA)""",159.2,"148.7 - 175.5 (644)",20554
13087,"""Decatur, (GA)""",175.1,"148.7 - 175.5 (644)",17689
13095,"""Dougherty, (GA)""",110.4,"26.6 - 148.6 (644)",21883
13099,"""Early, (GA)""",134.1,"26.6 - 148.6 (644)",20604
13101,"""Echols, (GA)""",179.6,"175.6 - 204.1 (644)",16267
13127,"""Glynn, (GA)""",175.3,"148.7 - 175.5 (644)",21554
13131,"""Grady, (GA)""",179.2,"175.6 - 204.1 (644)",17989
13155,"""Irwin, (GA)""",230,"204.2 - 242.8 (644)",20763
13161,"""Jeff Davis, (GA)""",301.1,"242.9 - 651.5 (644)",22119
13173,"""Lanier, (GA)""",180,"175.6 - 204.1 (644)",21599
13177,"""Lee, (GA)""",202.6,"175.6 - 204.1 (644)",16992
13179,"""Liberty, (GA)""",137.3,"26.6 - 148.6 (644)",23053
13183,"""Long, (GA)""",151.3,"148.7 - 175.5 (644)",21968
13185,"""Lowndes, (GA)""",202.7,"175.6 - 204.1 (644)",19035
13191,"""McIntosh, (GA)""",135.2,"26.6 - 148.6 (644)",20261
13201,"""Miller, (GA)""",154.4,"148.7 - 175.5 (644)",31476
13205,"""Mitchell, (GA)""",257,"242.9 - 651.5 (644)",19552
13229,"""Pierce, (GA)""",232.2,"204.2 - 242.8 (644)",19405
13239,"""Quitman, (GA)""",132.4,"26.6 - 148.6 (644)",18104
13243,"""Randolph, (GA)""",89.7,"26.6 - 148.6 (644)",17564
13253,"""Seminole, (GA)""",174.1,"148.7 - 175.5 (644)",19253
13259,"""Stewart, (GA)""",136.5,"26.6 - 148.6 (644)",22077
13261,"""Sumter, (GA)""",180.1,"175.6 - 204.1 (644)",19626
13267,"""Tattnall, (GA)""",214.6,"204.2 - 242.8 (644)",22838
13271,"""Telfair, (GA)""",118.6,"26.6 - 148.6 (644)",23368
13273,"""Terrell, (GA)""",102.1,"26.6 - 148.6 (644)",18301
13275,"""Thomas, (GA)""",185.8,"175.6 - 204.1 (644)",22007
13277,"""Tift, (GA)""",191,"175.6 - 204.1 (644)",20497
13287,"""Turner, (GA)""",191.3,"175.6 - 204.1 (644)",20812
13299,"""Ware, (GA)""",254.5,"242.9 - 651.5 (644)",22261
13305,"""Wayne, (GA)""",198,"175.6 - 204.1 (644)",20788
13307,"""Webster, (GA)""",130.7,"26.6 - 148.6 (644)",21854
13309,"""Wheeler, (GA)""",155.6,"148.7 - 175.5 (644)",28372
13315,"""Wilcox, (GA)""",226.2,"204.2 - 242.8 (644)",26799
13321,"""Worth, (GA)""",109.2,"26.6 - 148.6 (644)",21678
22001,"""Acadia, (LA)""",221,"204.2 - 242.8 (644)",22608
22003,"""Allen, (LA)""",230,"204.2 - 242.8 (644)",22394
22005,"""Ascension, (LA)""",160.5,"148.7 - 175.5 (644)",20112
22007,"""Assumption, (LA)""",206.1,"204.2 - 242.8 (644)",19264
22009,"""Avoyelles, (LA)""",288.7,"242.9 - 651.5 (644)",24086
22011,"""Beauregard, (LA)""",310.9,"242.9 - 651.5 (644)",21454
22019,"""Calcasieu, (LA)""",220,"204.2 - 242.8 (644)",20517
22021,"""Caldwell, (LA)""",81.5,"26.6 - 148.6 (644)",24078
22023,"""Cameron, (LA)""",177.6,"175.6 - 204.1 (644)",18329
22025,"""Catahoula, (LA)""",227.9,"204.2 - 242.8 (644)",21828
22029,"""Concordia, (LA)""",159.4,"148.7 - 175.5 (644)",22641
22033,"""East Baton Rouge, (LA)""",197.6,"175.6 - 204.1 (644)",20548
22037,"""East Feliciana, (LA)""",366.8,"242.9 - 651.5 (644)",20095
22039,"""Evangeline, (LA)""",269.8,"242.9 - 651.5 (644)",25535
22043,"""Grant, (LA)""",211,"204.2 - 242.8 (644)",21803
22045,"""Iberia, (LA)""",308.5,"242.9 - 651.5 (644)",20421
22047,"""Iberville, (LA)""",126.4,"26.6 - 148.6 (644)",22616
22051,"""Jefferson, (LA)""",153.4,"148.7 - 175.5 (644)",20853
22053,"""Jefferson Davis, (LA)""",159.5,"148.7 - 175.5 (644)",21487
22055,"""Lafayette, (LA)""",189.6,"175.6 - 204.1 (644)",19049
22057,"""Lafourche, (LA)""",169.7,"148.7 - 175.5 (644)",18485
22059,"""La Salle, (LA)""",142.9,"26.6 - 148.6 (644)",22256
22063,"""Livingston, (LA)""",149.6,"148.7 - 175.5 (644)",21477
22069,"""Natchitoches, (LA)""",206.4,"204.2 - 242.8 (644)",23067
22071,"""Orleans, (LA)""",126.2,"26.6 - 148.6 (644)",22320
22075,"""Plaquemines, (LA)""",124.4,"26.6 - 148.6 (644)",21217
22077,"""Pointe Coupee, (LA)""",233,"204.2 - 242.8 (644)",21500
22079,"""Rapides, (LA)""",225.9,"204.2 - 242.8 (644)",20753
22081,"""Red River, (LA)""",176.5,"175.6 - 204.1 (644)",33840
22085,"""Sabine, (LA)""",170.3,"148.7 - 175.5 (644)",21888
22087,"""St. Bernard, (LA)""",195.1,"175.6 - 204.1 (644)",23799
22089,"""St. Charles, (LA)""",146.4,"26.6 - 148.6 (644)",22323
22091,"""St. Helena, (LA)""",135.6,"26.6 - 148.6 (644)",25019
22093,"""St. James, (LA)""",171.1,"148.7 - 175.5 (644)",21940
22095,"""St. John the Baptist, (LA)""",195.7,"175.6 - 204.1 (644)",21151
22097,"""St. Landry, (LA)""",381,"242.9 - 651.5 (644)",21085
22099,"""St. Martin, (LA)""",168.4,"148.7 - 175.5 (644)",19255
22101,"""St. Mary, (LA)""",186.4,"175.6 - 204.1 (644)",21602
22103,"""St. Tammany, (LA)""",146.4,"26.6 - 148.6 (644)",21228
22105,"""Tangipahoa, (LA)""",293,"242.9 - 651.5 (644)",25151
22107,"""Tensas, (LA)""",165.3,"148.7 - 175.5 (644)",20892
22109,"""Terrebonne, (LA)""",216.2,"204.2 - 242.8 (644)",18742
22113,"""Vermilion, (LA)""",341.2,"242.9 - 651.5 (644)",20985
22115,"""Vernon, (LA)""",226.6,"204.2 - 242.8 (644)",22078
22117,"""Washington, (LA)""",262.7,"242.9 - 651.5 (644)",26590
22121,"""West Baton Rouge, (LA)""",153,"148.7 - 175.5 (644)",19829
22125,"""West Feliciana, (LA)""",158.6,"148.7 - 175.5 (644)",24883
22127,"""Winn, (LA)""",221.8,"204.2 - 242.8 (644)",24186
28001,"""Adams, (MS)""",146.6,"26.6 - 148.6 (644)",20909
28005,"""Amite, (MS)""",98.8,"26.6 - 148.6 (644)",17855
28021,"""Claiborne, (MS)""",198.7,"175.6 - 204.1 (644)",32442
28023,"""Clarke, (MS)""",270.2,"242.9 - 651.5 (644)",23791
28029,"""Copiah, (MS)""",242.4,"204.2 - 242.8 (644)",20838
28031,"""Covington, (MS)""",293.2,"242.9 - 651.5 (644)",22261
28035,"""Forrest, (MS)""",275.7,"242.9 - 651.5 (644)",20963
28037,"""Franklin, (MS)""",122.7,"26.6 - 148.6 (644)",23561
28039,"""George, (MS)""",240.3,"204.2 - 242.8 (644)",19539
28041,"""Greene, (MS)""",331.5,"242.9 - 651.5 (644)",23406
28045,"""Hancock, (MS)""",186.4,"175.6 - 204.1 (644)",22042
28047,"""Harrison, (MS)""",207.6,"204.2 - 242.8 (644)",23365
28059,"""Jackson, (MS)""",206.7,"204.2 - 242.8 (644)",20728
28061,"""Jasper, (MS)""",237.1,"204.2 - 242.8 (644)",22134
28063,"""Jefferson, (MS)""",130,"26.6 - 148.6 (644)",27695
28065,"""Jefferson Davis, (MS)""",185.6,"175.6 - 204.1 (644)",25526
28067,"""Jones, (MS)""",144.4,"26.6 - 148.6 (644)",20308
28073,"""Lamar, (MS)""",216.2,"204.2 - 242.8 (644)",17645
28077,"""Lawrence, (MS)""",289.8,"242.9 - 651.5 (644)",21147
28085,"""Lincoln, (MS)""",124.2,"26.6 - 148.6 (644)",18336
28091,"""Marion, (MS)""",187.1,"175.6 - 204.1 (644)",21092
28109,"""Pearl River, (MS)""",229.7,"204.2 - 242.8 (644)",20855
28111,"""Perry, (MS)""",234.7,"204.2 - 242.8 (644)",20396
28113,"""Pike, (MS)""",184.6,"175.6 - 204.1 (644)",20427
28127,"""Simpson, (MS)""",234.9,"204.2 - 242.8 (644)",23132
28129,"""Smith, (MS)""",207.1,"204.2 - 242.8 (644)",22870
28131,"""Stone, (MS)""",259.9,"242.9 - 651.5 (644)",24384
28147,"""Walthall, (MS)""",201.6,"175.6 - 204.1 (644)",21998
28153,"""Wayne, (MS)""",320.7,"242.9 - 651.5 (644)",20365
28157,"""Wilkinson, (MS)""",169.7,"148.7 - 175.5 (644)",19297
01007,"""Bibb, (AL)""",136.5,"26.6 - 148.6 (644)",22877
01033,"""Colbert, (AL)""",127,"26.6 - 148.6 (644)",19254
01057,"""Fayette, (AL)""",207.6,"204.2 - 242.8 (644)",21475
01059,"""Franklin, (AL)""",131.3,"26.6 - 148.6 (644)",21105
01063,"""Greene, (AL)""",119.1,"26.6 - 148.6 (644)",22910
01065,"""Hale, (AL)""",141.2,"26.6 - 148.6 (644)",22392
01075,"""Lamar, (AL)""",180.3,"175.6 - 204.1 (644)",19360
01077,"""Lauderdale, (AL)""",137.9,"26.6 - 148.6 (644)",17367
01079,"""Lawrence, (AL)""",142.6,"26.6 - 148.6 (644)",18456
01091,"""Marengo, (AL)""",196.3,"175.6 - 204.1 (644)",19567
01093,"""Marion, (AL)""",262.8,"242.9 - 651.5 (644)",19229
01105,"""Perry, (AL)""",181.1,"175.6 - 204.1 (644)",20474
01107,"""Pickens, (AL)""",116.7,"26.6 - 148.6 (644)",19728
01119,"""Sumter, (AL)""",156.5,"148.7 - 175.5 (644)",21262
01125,"""Tuscaloosa, (AL)""",140.7,"26.6 - 148.6 (644)",21990
01127,"""Walker, (AL)""",210.9,"204.2 - 242.8 (644)",18270
01133,"""Winston, (AL)""",187.2,"175.6 - 204.1 (644)",19614
05001,"""Arkansas, (AR)""",271.4,"242.9 - 651.5 (644)",16882
05003,"""Ashley, (AR)""",259.2,"242.9 - 651.5 (644)",20391
05005,"""Baxter, (AR)""",197.9,"175.6 - 204.1 (644)",18629
05009,"""Boone, (AR)""",374.1,"242.9 - 651.5 (644)",18562
05011,"""Bradley, (AR)""",347.2,"242.9 - 651.5 (644)",20925
05013,"""Calhoun, (AR)""",229.3,"204.2 - 242.8 (644)",15102
05015,"""Carroll, (AR)""",255.5,"242.9 - 651.5 (644)",20500
05017,"""Chicot, (AR)""",311.3,"242.9 - 651.5 (644)",19780
05019,"""Clark, (AR)""",278.4,"242.9 - 651.5 (644)",16717
05021,"""Clay, (AR)""",333.2,"242.9 - 651.5 (644)",24326
05023,"""Cleburne, (AR)""",160.7,"148.7 - 175.5 (644)",17309
05025,"""Cleveland, (AR)""",236.6,"204.2 - 242.8 (644)",21522
05027,"""Columbia, (AR)""",247.8,"242.9 - 651.5 (644)",18838
05029,"""Conway, (AR)""",253.3,"242.9 - 651.5 (644)",19621
05031,"""Craighead, (AR)""",202.2,"175.6 - 204.1 (644)",20004
05035,"""Crittenden, (AR)""",228.4,"204.2 - 242.8 (644)",21725
05037,"""Cross, (AR)""",254.7,"242.9 - 651.5 (644)",18117
05039,"""Dallas, (AR)""",261.4,"242.9 - 651.5 (644)",18810
05041,"""Desha, (AR)""",651.5,"242.9 - 651.5 (644)",20328
05043,"""Drew, (AR)""",252.5,"242.9 - 651.5 (644)",20787
05045,"""Faulkner, (AR)""",234.7,"204.2 - 242.8 (644)",18036
05049,"""Fulton, (AR)""",246.6,"242.9 - 651.5 (644)",20392
05051,"""Garland, (AR)""",273.8,"242.9 - 651.5 (644)",17788
05053,"""Grant, (AR)""",219.2,"204.2 - 242.8 (644)",17632
05055,"""Greene, (AR)""",259.3,"242.9 - 651.5 (644)",22153
05059,"""Hot Spring, (AR)""",254.3,"242.9 - 651.5 (644)",18233
