"cnty_fips","display_name","Value","theme_range","pac_inc"
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",3224
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",-9999
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",3569
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",4455
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",1357
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",6579
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",2964
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",4864
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",7159
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",4218
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",2180
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",4649
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",4669
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",5011
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",4603
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",6258
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",5453
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",4555
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",5768
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",4776
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",6391
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",3775
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",5566
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",6580
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",4631
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",4490
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",8015
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",5753
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",5016
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",4490
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",5640
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",6158
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",5434
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",4640
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",4093
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",4665
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",5915
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",3853
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",2496
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",2751
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",3620
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",3692
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",5231
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",4017
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",18321
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",4278
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",4236
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",6336
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",4746
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",5381
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",5145
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",3618
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",6594
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",5774
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",4001
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",3194
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",3186
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",8592
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",5307
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",4660
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",2795
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",4554
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",3791
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",4086
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",6140
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",4934
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",5796
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",3266
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",5028
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",4413
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",3511
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",4764
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",4707
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",3528
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",3295
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",3207
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",3383
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",6168
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",1838
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",1995
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",2099
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",1584
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",1055
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",4732
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",4433
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",2033
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",2708
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",321
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",3431
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",2135
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",1488
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",2240
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",2443
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",1946
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",1435
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",2366
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",2847
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",1845
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",2589
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",4982
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",4733
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",2679
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",2587
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",3530
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",2262
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",3243
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",3389
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",2459
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",1455
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",6557
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",3784
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",2960
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",2281
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",2880
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",2032
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",1152
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",2131
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",1454
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",2945
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",1081
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",2542
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",3299
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",4240
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",2216
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",1340
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",1924
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",1762
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",2849
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",3069
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",1757
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",1177
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",1739
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",1511
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",2287
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",1169
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",2516
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",4917
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",2397
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",2270
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",1980
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",3606
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",3428
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",2707
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",4069
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",2374
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",2400
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",1571
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",2816
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",3620
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",2209
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",1609
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",870
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",3668
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",2021
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",1658
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",3584
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",2470
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",2830
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",2471
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",2976
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",2005
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",2846
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",1361
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",1990
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",3685
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",2479
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",2497
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",4577
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",3775
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",3263
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",5340
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",3423
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",3352
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",4860
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",2320
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",3605
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",3945
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",3643
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",6564
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",3415
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",4139
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",1869
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",2513
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",7227
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",2707
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",2667
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",5777
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",2907
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",2977
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",1988
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",8943
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",3715
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",3089
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",5827
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",3088
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",3091
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",2248
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",1968
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",4193
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",4716
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",1583
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",1124
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",5564
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",6451
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",348
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",4318
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",2433
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",1576
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",5312
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",3381
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",3261
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",7050
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",2645
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",3889
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",3512
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",12467
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",3236
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",1082
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",3180
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",8856
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",2536
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",5044
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",3433
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",2739
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",2926
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",2563
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",3286
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",3172
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",3389
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",3361
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",3123
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",4497
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",3554
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",4234
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",2969
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",1840
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",2059
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",5120
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",6047
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",5524
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",4559
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",2502
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",5673
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",4787
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",2747
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",3894
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",4232
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",1939
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",2522
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",5329
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",4116
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",3331
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",5435
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",2876
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",2655
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",3050
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",2749
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",4729
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",5111
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",6557
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",7096
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",3092
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",2400
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",5874
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",5909
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",3355
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",5377
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",4209
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",14476
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",3853
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",9691
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",4166
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",6359
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",2442
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",2446
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",3440
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",2452
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",2099
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",3208
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",2568
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",2516
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",1893
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",2445
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",1848
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",2705
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",1740
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",2760
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",3233
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",2923
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",2998
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",2202
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",4106
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",2399
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",4342
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",2289
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",2400
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",2543
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",3140
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",2476
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",2431
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",2979
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",3009
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",3353
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",3259
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",3662
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",4036
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",2412
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",2560
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",3600
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",2970
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",2503
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",3082
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",3069
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",3464
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",2743
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",2223
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",2321
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",3085
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",2343
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",2780
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",1663
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",1921
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",3686
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",2189
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",3869
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",9984
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",2388
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",3865
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",2610
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",2427
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",2220
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",3401
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",3689
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",2450
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",2085
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",2876
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",2510
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",3616
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",1975
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",2942
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",2860
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",2608
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",2769
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",2911
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",3321
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",949
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",1788
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",2463
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",3300
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",3372
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",3054
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",2291
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",394
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",4861
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",2073
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",1745
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",1789
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",4206
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",3184
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",5849
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",2472
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",3052
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",4074
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",3657
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",2597
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",1927
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",869
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",2518
31095,"""Jefferson, (NE)""",145.6,"26.6 - 148.6 (644)",1329
31097,"""Johnson, (NE)""",157.7,"148.7 - 175.5 (644)",2344
