"cnty_fips","display_name","Value","theme_range","pac_cost"
48297,"""Live Oak, (TX)""",163.5,"148.7 - 175.5 (644)",7283
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",4446
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",-9999
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",5224
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",5533
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",2360
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",8560
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",3857
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",6078
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",7919
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",5471
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",3434
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",6050
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",5749
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",6304
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",5676
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",7981
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",7119
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",5710
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",7056
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",6093
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",7522
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",4632
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",6368
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",9386
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",5300
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",5536
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",9704
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",7147
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",6400
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",5923
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",7120
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",7044
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",7069
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",6448
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",6397
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",6508
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",7187
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",4404
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",3434
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",3081
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",4862
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",5037
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",6482
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",5337
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",21942
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",5147
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",5376
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",8048
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",5987
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",6442
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",6107
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",4398
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",8325
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",7342
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",4885
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",4381
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",4439
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",10247
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",7373
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",5541
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",3503
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",5542
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",4941
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",5123
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",7680
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",6001
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",7091
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",3868
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",6350
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",4992
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",4207
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",5763
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",5543
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",4434
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",4135
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",3776
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",4246
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",6690
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",3080
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",2753
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",2786
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",2464
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",1321
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",5570
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",5240
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",2599
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",3257
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",1024
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",4306
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",2970
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",2128
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",3056
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",3316
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",2576
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",2712
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",2728
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",3396
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",2537
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",3368
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",9753
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",6058
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",3159
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",3336
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",4594
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",2667
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",4228
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",4411
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",3070
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",2297
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",8548
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",4626
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",3843
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",2912
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",3267
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",2601
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",1600
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",2789
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",2123
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",3853
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",2322
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",3212
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",4041
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",5101
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",2930
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",2018
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",2816
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",2299
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",3884
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",3967
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",3740
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",1737
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",2421
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",2181
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",2926
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",1646
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",3116
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",5494
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",3107
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",3126
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",2535
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",4467
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",4442
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",3392
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",5086
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",3196
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",3147
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",2672
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",3682
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",4567
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",3390
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",2294
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",1539
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",4698
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",2916
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",2372
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",4331
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",3293
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",3312
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",3261
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",4182
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",2940
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",3672
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",2050
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",2600
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",4156
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",3421
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",3109
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",5574
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",5130
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",4560
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",6910
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",4623
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",3989
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",5950
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",2950
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",4187
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",5650
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",5043
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",8891
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",7069
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",5308
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",3157
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",3239
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",8553
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",3605
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",3517
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",7337
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",4179
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",3606
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",2815
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",9820
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",4738
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",3879
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",7509
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",3655
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",3798
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",3029
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",2763
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",5345
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",5529
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",2202
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",1689
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",6126
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",7678
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",5203
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",5689
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",2972
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",2581
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",6010
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",4347
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",4201
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",8440
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",3726
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",4782
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",4368
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",12921
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",4126
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",5654
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",3947
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",11616
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",3180
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",6658
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",4528
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",3659
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",3872
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",3560
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",4381
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",4088
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",5078
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",4176
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",4529
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",5713
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",4849
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",5567
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",3607
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",2402
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",2824
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",6136
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",7652
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",6917
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",6211
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",3702
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",6320
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",5893
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",3507
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",5116
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",5052
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",2646
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",3359
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",6426
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",5269
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",4373
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",7704
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",3594
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",3517
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",3933
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",4244
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",6288
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",6185
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",7350
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",7096
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",3721
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",3165
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",7264
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",7091
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",4653
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",6295
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",5501
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",15353
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",5121
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",10171
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",5259
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",8182
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",3257
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",3163
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",4196
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",3030
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",2785
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",3677
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",3774
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",3165
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",2415
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",3194
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",2459
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",3056
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",2179
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",4069
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",3947
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",3645
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",3757
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",2791
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",5232
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",3200
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",5452
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",2994
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",3100
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",3508
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",3911
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",3143
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",3492
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",3841
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",4398
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",3944
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",3877
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",4778
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",5036
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",3179
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",3356
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",4623
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",3851
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",3241
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",4067
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",4108
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",4711
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",3462
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",2778
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",3638
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",4044
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",3417
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",3468
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",2447
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",2665
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",4417
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",2481
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",4032
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",10845
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",3495
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",4732
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",3543
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",4345
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",2713
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",4173
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",4616
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",3112
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",3020
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",3818
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",3246
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",4382
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",2559
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",3852
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",3973
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",3452
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",3833
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",3444
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",4205
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",1400
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",2514
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",3434
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",4414
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",4226
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",3934
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",3379
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",1867
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",6259
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",2930
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",2918
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",2942
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",5127
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",3228
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",6784
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",3331
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",4084
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",5460
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",4520
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",3707
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",3106
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",927
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",3739
31095,"""Jefferson, (NE)""",145.6,"26.6 - 148.6 (644)",2152
