"cnty_fips","display_name","Value","theme_range","prev_hd"
38051,"""McIntosh, (ND)""",194.5,"175.6 - 204.1 (644)",32.6
38053,"""McKenzie, (ND)""",238.6,"204.2 - 242.8 (644)",34.1
38055,"""McLean, (ND)""",158,"148.7 - 175.5 (644)",36.4
38057,"""Mercer, (ND)""",161.5,"148.7 - 175.5 (644)",35
38059,"""Morton, (ND)""",151.6,"148.7 - 175.5 (644)",36.4
38061,"""Mountrail, (ND)""",390.4,"242.9 - 651.5 (644)",35.3
38063,"""Nelson, (ND)""",186.4,"175.6 - 204.1 (644)",31.6
38065,"""Oliver, (ND)""",123.1,"26.6 - 148.6 (644)",32.9
38067,"""Pembina, (ND)""",170,"148.7 - 175.5 (644)",34.2
38069,"""Pierce, (ND)""",216.1,"204.2 - 242.8 (644)",32
38071,"""Ramsey, (ND)""",214.7,"204.2 - 242.8 (644)",34.1
38073,"""Ransom, (ND)""",255.5,"242.9 - 651.5 (644)",39
38075,"""Renville, (ND)""",184.2,"175.6 - 204.1 (644)",35.5
38077,"""Richland, (ND)""",181.4,"175.6 - 204.1 (644)",31.2
38079,"""Rolette, (ND)""",270.9,"242.9 - 651.5 (644)",40.3
38081,"""Sargent, (ND)""",204.3,"204.2 - 242.8 (644)",33.5
38083,"""Sheridan, (ND)""",130.8,"26.6 - 148.6 (644)",34.3
38085,"""Sioux, (ND)""",437.8,"242.9 - 651.5 (644)",45.2
38087,"""Slope, (ND)""",172.1,"148.7 - 175.5 (644)",26.4
38089,"""Stark, (ND)""",159,"148.7 - 175.5 (644)",34.8
38091,"""Steele, (ND)""",133,"26.6 - 148.6 (644)",29.8
38093,"""Stutsman, (ND)""",200.1,"175.6 - 204.1 (644)",31.9
38095,"""Towner, (ND)""",195.9,"175.6 - 204.1 (644)",28.2
38097,"""Traill, (ND)""",122.4,"26.6 - 148.6 (644)",32.6
38099,"""Walsh, (ND)""",176.7,"175.6 - 204.1 (644)",31.8
38101,"""Ward, (ND)""",151.8,"148.7 - 175.5 (644)",34.9
38103,"""Wells, (ND)""",209.9,"204.2 - 242.8 (644)",34
38105,"""Williams, (ND)""",201.6,"175.6 - 204.1 (644)",32
41001,"""Baker, (OR)""",163.1,"148.7 - 175.5 (644)",26.2
41049,"""Morrow, (OR)""",160.3,"148.7 - 175.5 (644)",27.1
41059,"""Umatilla, (OR)""",138.7,"26.6 - 148.6 (644)",30.7
41061,"""Union, (OR)""",139.7,"26.6 - 148.6 (644)",34.2
41063,"""Wallowa, (OR)""",133.9,"26.6 - 148.6 (644)",26.6
46013,"""Brown, (SD)""",205,"204.2 - 242.8 (644)",35.9
46019,"""Butte, (SD)""",209.2,"204.2 - 242.8 (644)",28.5
46021,"""Campbell, (SD)""",206,"204.2 - 242.8 (644)",30.2
46025,"""Clark, (SD)""",196.1,"175.6 - 204.1 (644)",36.5
46029,"""Codington, (SD)""",197.9,"175.6 - 204.1 (644)",35.9
46031,"""Corson, (SD)""",438.3,"242.9 - 651.5 (644)",34.3
46037,"""Day, (SD)""",209.4,"204.2 - 242.8 (644)",34.6
46039,"""Deuel, (SD)""",196.2,"175.6 - 204.1 (644)",40
46041,"""Dewey, (SD)""",131.8,"26.6 - 148.6 (644)",35.2
46045,"""Edmunds, (SD)""",204.9,"204.2 - 242.8 (644)",39.6
46049,"""Faulk, (SD)""",209.4,"204.2 - 242.8 (644)",38.1
46051,"""Grant, (SD)""",209.1,"204.2 - 242.8 (644)",31.4
46057,"""Hamlin, (SD)""",203.7,"175.6 - 204.1 (644)",35.1
46063,"""Harding, (SD)""",216.3,"204.2 - 242.8 (644)",21.3
46089,"""McPherson, (SD)""",204.8,"204.2 - 242.8 (644)",32.6
46091,"""Marshall, (SD)""",201.7,"175.6 - 204.1 (644)",31
46105,"""Perkins, (SD)""",246.6,"242.9 - 651.5 (644)",28.4
46107,"""Potter, (SD)""",164,"148.7 - 175.5 (644)",33.3
46109,"""Roberts, (SD)""",197.5,"175.6 - 204.1 (644)",36.2
46115,"""Spink, (SD)""",197.7,"175.6 - 204.1 (644)",37.5
46119,"""Sully, (SD)""",160.1,"148.7 - 175.5 (644)",29.4
46129,"""Walworth, (SD)""",174.8,"148.7 - 175.5 (644)",30.2
46137,"""Ziebach, (SD)""",184.8,"175.6 - 204.1 (644)",35.6
53001,"""Adams, (WA)""",187.6,"175.6 - 204.1 (644)",30.6
53003,"""Asotin, (WA)""",132.7,"26.6 - 148.6 (644)",33.6
53005,"""Benton, (WA)""",190.1,"175.6 - 204.1 (644)",30.2
53013,"""Columbia, (WA)""",154.4,"148.7 - 175.5 (644)",30.4
53017,"""Douglas, (WA)""",154.6,"148.7 - 175.5 (644)",28.6
53019,"""Ferry, (WA)""",206.7,"204.2 - 242.8 (644)",28.4
53021,"""Franklin, (WA)""",144.8,"26.6 - 148.6 (644)",30.6
53023,"""Garfield, (WA)""",170.1,"148.7 - 175.5 (644)",33.7
53025,"""Grant, (WA)""",199,"175.6 - 204.1 (644)",29.3
53043,"""Lincoln, (WA)""",216.7,"204.2 - 242.8 (644)",26
53051,"""Pend Oreille, (WA)""",177.4,"175.6 - 204.1 (644)",28
53063,"""Spokane, (WA)""",149.8,"148.7 - 175.5 (644)",28.7
53065,"""Stevens, (WA)""",227.4,"204.2 - 242.8 (644)",27.4
53071,"""Walla Walla, (WA)""",150.9,"148.7 - 175.5 (644)",31.3
53075,"""Whitman, (WA)""",186.7,"175.6 - 204.1 (644)",29.4
56033,"""Sheridan, (WY)""",179.2,"175.6 - 204.1 (644)",26.7
01003,"""Baldwin, (AL)""",184.7,"175.6 - 204.1 (644)",39.5
01005,"""Barbour, (AL)""",141.1,"26.6 - 148.6 (644)",37.3
01011,"""Bullock, (AL)""",142.5,"26.6 - 148.6 (644)",37.6
01013,"""Butler, (AL)""",184.9,"175.6 - 204.1 (644)",41.7
01023,"""Choctaw, (AL)""",318.4,"242.9 - 651.5 (644)",37.8
01025,"""Clarke, (AL)""",247.5,"242.9 - 651.5 (644)",38.5
01031,"""Coffee, (AL)""",246.2,"242.9 - 651.5 (644)",40.3
01035,"""Conecuh, (AL)""",216.8,"204.2 - 242.8 (644)",45
01039,"""Covington, (AL)""",251.2,"242.9 - 651.5 (644)",45.2
01041,"""Crenshaw, (AL)""",220.7,"204.2 - 242.8 (644)",39.1
01045,"""Dale, (AL)""",153,"148.7 - 175.5 (644)",41.8
01053,"""Escambia, (AL)""",254.4,"242.9 - 651.5 (644)",43.4
01061,"""Geneva, (AL)""",215.1,"204.2 - 242.8 (644)",43.3
01067,"""Henry, (AL)""",161.6,"148.7 - 175.5 (644)",40
01069,"""Houston, (AL)""",133.5,"26.6 - 148.6 (644)",39.6
01097,"""Mobile, (AL)""",221.5,"204.2 - 242.8 (644)",41.6
01099,"""Monroe, (AL)""",171.3,"148.7 - 175.5 (644)",38
01109,"""Pike, (AL)""",138.1,"26.6 - 148.6 (644)",36.9
01129,"""Washington, (AL)""",249.1,"242.9 - 651.5 (644)",43.1
01131,"""Wilcox, (AL)""",175.7,"175.6 - 204.1 (644)",37.2
12001,"""Alachua, (FL)""",134.5,"26.6 - 148.6 (644)",33.2
12003,"""Baker, (FL)""",221.1,"204.2 - 242.8 (644)",47.6
12005,"""Bay, (FL)""",222.2,"204.2 - 242.8 (644)",42.7
12007,"""Bradford, (FL)""",208.8,"204.2 - 242.8 (644)",41.8
12009,"""Brevard, (FL)""",198.4,"175.6 - 204.1 (644)",40
12013,"""Calhoun, (FL)""",213.4,"204.2 - 242.8 (644)",43.6
12015,"""Charlotte, (FL)""",151.7,"148.7 - 175.5 (644)",44.1
12017,"""Citrus, (FL)""",247.4,"242.9 - 651.5 (644)",41.9
12019,"""Clay, (FL)""",157,"148.7 - 175.5 (644)",42.3
12021,"""Collier, (FL)""",117.6,"26.6 - 148.6 (644)",38.7
12023,"""Columbia, (FL)""",226.2,"204.2 - 242.8 (644)",41.9
12027,"""DeSoto, (FL)""",156.9,"148.7 - 175.5 (644)",47.9
12029,"""Dixie, (FL)""",225.2,"204.2 - 242.8 (644)",38.6
12031,"""Duval, (FL)""",183.4,"175.6 - 204.1 (644)",41.6
12033,"""Escambia, (FL)""",179.5,"175.6 - 204.1 (644)",38.4
12035,"""Flagler, (FL)""",159.5,"148.7 - 175.5 (644)",39.6
12037,"""Franklin, (FL)""",194.3,"175.6 - 204.1 (644)",45
12039,"""Gadsden, (FL)""",159.4,"148.7 - 175.5 (644)",35.3
12041,"""Gilchrist, (FL)""",175.3,"148.7 - 175.5 (644)",37.7
12043,"""Glades, (FL)""",168.5,"148.7 - 175.5 (644)",48
12045,"""Gulf, (FL)""",216.2,"204.2 - 242.8 (644)",43.9
12047,"""Hamilton, (FL)""",243.7,"242.9 - 651.5 (644)",39.2
12049,"""Hardee, (FL)""",179.3,"175.6 - 204.1 (644)",47.4
12051,"""Hendry, (FL)""",240.4,"204.2 - 242.8 (644)",40.3
12053,"""Hernando, (FL)""",210.8,"204.2 - 242.8 (644)",48.1
12055,"""Highlands, (FL)""",171.2,"148.7 - 175.5 (644)",45.6
12057,"""Hillsborough, (FL)""",184,"175.6 - 204.1 (644)",40.7
12059,"""Holmes, (FL)""",242,"204.2 - 242.8 (644)",43.1
12061,"""Indian River, (FL)""",188.3,"175.6 - 204.1 (644)",39
12063,"""Jackson, (FL)""",214.6,"204.2 - 242.8 (644)",41.9
12065,"""Jefferson, (FL)""",184.4,"175.6 - 204.1 (644)",31.8
12067,"""Lafayette, (FL)""",241.1,"204.2 - 242.8 (644)",43.5
12069,"""Lake, (FL)""",196.1,"175.6 - 204.1 (644)",45.6
12071,"""Lee, (FL)""",148.6,"26.6 - 148.6 (644)",38.5
12073,"""Leon, (FL)""",148.9,"148.7 - 175.5 (644)",34.7
12075,"""Levy, (FL)""",235.9,"204.2 - 242.8 (644)",37.9
12077,"""Liberty, (FL)""",187.9,"175.6 - 204.1 (644)",50.1
12079,"""Madison, (FL)""",226.6,"204.2 - 242.8 (644)",39.7
12081,"""Manatee, (FL)""",168.8,"148.7 - 175.5 (644)",40.3
12083,"""Marion, (FL)""",274.4,"242.9 - 651.5 (644)",45.5
12087,"""Monroe, (FL)""",183.1,"175.6 - 204.1 (644)",34
12089,"""Nassau, (FL)""",178.5,"175.6 - 204.1 (644)",38.2
12091,"""Okaloosa, (FL)""",144.5,"26.6 - 148.6 (644)",38.3
12093,"""Okeechobee, (FL)""",248.7,"242.9 - 651.5 (644)",51.5
12095,"""Orange, (FL)""",170.4,"148.7 - 175.5 (644)",41.8
12097,"""Osceola, (FL)""",217,"204.2 - 242.8 (644)",42.2
12101,"""Pasco, (FL)""",184.8,"175.6 - 204.1 (644)",44.4
12103,"""Pinellas, (FL)""",181.9,"175.6 - 204.1 (644)",39.8
12105,"""Polk, (FL)""",189.3,"175.6 - 204.1 (644)",41.5
12107,"""Putnam, (FL)""",202.5,"175.6 - 204.1 (644)",44.9
12109,"""St. Johns, (FL)""",139.8,"26.6 - 148.6 (644)",39
12113,"""Santa Rosa, (FL)""",168,"148.7 - 175.5 (644)",40.2
12115,"""Sarasota, (FL)""",124,"26.6 - 148.6 (644)",38.1
12117,"""Seminole, (FL)""",156.2,"148.7 - 175.5 (644)",42
12119,"""Sumter, (FL)""",194.3,"175.6 - 204.1 (644)",44.3
12121,"""Suwannee, (FL)""",253.3,"242.9 - 651.5 (644)",41.7
12123,"""Taylor, (FL)""",224,"204.2 - 242.8 (644)",38.8
12125,"""Union, (FL)""",365.2,"242.9 - 651.5 (644)",42.8
12127,"""Volusia, (FL)""",214.9,"204.2 - 242.8 (644)",38.9
12129,"""Wakulla, (FL)""",182.1,"175.6 - 204.1 (644)",34.3
12131,"""Walton, (FL)""",170.5,"148.7 - 175.5 (644)",41.5
12133,"""Washington, (FL)""",281.7,"242.9 - 651.5 (644)",43.9
13001,"""Appling, (GA)""",279.3,"242.9 - 651.5 (644)",38.6
13003,"""Atkinson, (GA)""",176.7,"175.6 - 204.1 (644)",44
13005,"""Bacon, (GA)""",274.3,"242.9 - 651.5 (644)",48.2
13007,"""Baker, (GA)""",144,"26.6 - 148.6 (644)",29.1
13017,"""Ben Hill, (GA)""",242.9,"242.9 - 651.5 (644)",37.1
13019,"""Berrien, (GA)""",263.4,"242.9 - 651.5 (644)",36.6
13025,"""Brantley, (GA)""",269.3,"242.9 - 651.5 (644)",40
13027,"""Brooks, (GA)""",199.6,"175.6 - 204.1 (644)",40
13029,"""Bryan, (GA)""",162.6,"148.7 - 175.5 (644)",34.5
13037,"""Calhoun, (GA)""",120,"26.6 - 148.6 (644)",29.7
13039,"""Camden, (GA)""",205.4,"204.2 - 242.8 (644)",34.5
13049,"""Charlton, (GA)""",114.3,"26.6 - 148.6 (644)",41.9
13051,"""Chatham, (GA)""",109.9,"26.6 - 148.6 (644)",30.7
13061,"""Clay, (GA)""",188.1,"175.6 - 204.1 (644)",34.2
13065,"""Clinch, (GA)""",336.3,"242.9 - 651.5 (644)",37.3
13069,"""Coffee, (GA)""",238.3,"204.2 - 242.8 (644)",42.9
13071,"""Colquitt, (GA)""",180.9,"175.6 - 204.1 (644)",37.3
13075,"""Cook, (GA)""",268.7,"242.9 - 651.5 (644)",35
13081,"""Crisp, (GA)""",159.2,"148.7 - 175.5 (644)",35.4
13087,"""Decatur, (GA)""",175.1,"148.7 - 175.5 (644)",36
13095,"""Dougherty, (GA)""",110.4,"26.6 - 148.6 (644)",28
13099,"""Early, (GA)""",134.1,"26.6 - 148.6 (644)",37.5
13101,"""Echols, (GA)""",179.6,"175.6 - 204.1 (644)",38.6
13127,"""Glynn, (GA)""",175.3,"148.7 - 175.5 (644)",31.7
13131,"""Grady, (GA)""",179.2,"175.6 - 204.1 (644)",37.1
13155,"""Irwin, (GA)""",230,"204.2 - 242.8 (644)",37.3
13161,"""Jeff Davis, (GA)""",301.1,"242.9 - 651.5 (644)",39.3
13173,"""Lanier, (GA)""",180,"175.6 - 204.1 (644)",36.4
13177,"""Lee, (GA)""",202.6,"175.6 - 204.1 (644)",32.4
13179,"""Liberty, (GA)""",137.3,"26.6 - 148.6 (644)",32.1
13183,"""Long, (GA)""",151.3,"148.7 - 175.5 (644)",33.6
13185,"""Lowndes, (GA)""",202.7,"175.6 - 204.1 (644)",34.8
13191,"""McIntosh, (GA)""",135.2,"26.6 - 148.6 (644)",31.9
13201,"""Miller, (GA)""",154.4,"148.7 - 175.5 (644)",35.3
13205,"""Mitchell, (GA)""",257,"242.9 - 651.5 (644)",34.8
13229,"""Pierce, (GA)""",232.2,"204.2 - 242.8 (644)",38.1
13239,"""Quitman, (GA)""",132.4,"26.6 - 148.6 (644)",36.6
13243,"""Randolph, (GA)""",89.7,"26.6 - 148.6 (644)",32.1
13253,"""Seminole, (GA)""",174.1,"148.7 - 175.5 (644)",39.4
13259,"""Stewart, (GA)""",136.5,"26.6 - 148.6 (644)",40.8
13261,"""Sumter, (GA)""",180.1,"175.6 - 204.1 (644)",34.2
13267,"""Tattnall, (GA)""",214.6,"204.2 - 242.8 (644)",36.9
13271,"""Telfair, (GA)""",118.6,"26.6 - 148.6 (644)",45.1
13273,"""Terrell, (GA)""",102.1,"26.6 - 148.6 (644)",29.2
13275,"""Thomas, (GA)""",185.8,"175.6 - 204.1 (644)",33.5
13277,"""Tift, (GA)""",191,"175.6 - 204.1 (644)",33.7
13287,"""Turner, (GA)""",191.3,"175.6 - 204.1 (644)",37.6
13299,"""Ware, (GA)""",254.5,"242.9 - 651.5 (644)",38.6
13305,"""Wayne, (GA)""",198,"175.6 - 204.1 (644)",36.2
13307,"""Webster, (GA)""",130.7,"26.6 - 148.6 (644)",32.5
13309,"""Wheeler, (GA)""",155.6,"148.7 - 175.5 (644)",41.9
13315,"""Wilcox, (GA)""",226.2,"204.2 - 242.8 (644)",40.3
13321,"""Worth, (GA)""",109.2,"26.6 - 148.6 (644)",33
22001,"""Acadia, (LA)""",221,"204.2 - 242.8 (644)",46.5
22003,"""Allen, (LA)""",230,"204.2 - 242.8 (644)",46.4
22005,"""Ascension, (LA)""",160.5,"148.7 - 175.5 (644)",39.6
22007,"""Assumption, (LA)""",206.1,"204.2 - 242.8 (644)",45
22009,"""Avoyelles, (LA)""",288.7,"242.9 - 651.5 (644)",46.5
22011,"""Beauregard, (LA)""",310.9,"242.9 - 651.5 (644)",45.5
22019,"""Calcasieu, (LA)""",220,"204.2 - 242.8 (644)",39
22021,"""Caldwell, (LA)""",81.5,"26.6 - 148.6 (644)",48.9
22023,"""Cameron, (LA)""",177.6,"175.6 - 204.1 (644)",44.9
22025,"""Catahoula, (LA)""",227.9,"204.2 - 242.8 (644)",46.9
22029,"""Concordia, (LA)""",159.4,"148.7 - 175.5 (644)",45.5
22033,"""East Baton Rouge, (LA)""",197.6,"175.6 - 204.1 (644)",35
22037,"""East Feliciana, (LA)""",366.8,"242.9 - 651.5 (644)",44.8
22039,"""Evangeline, (LA)""",269.8,"242.9 - 651.5 (644)",47.4
22043,"""Grant, (LA)""",211,"204.2 - 242.8 (644)",46.2
22045,"""Iberia, (LA)""",308.5,"242.9 - 651.5 (644)",44.4
22047,"""Iberville, (LA)""",126.4,"26.6 - 148.6 (644)",37.9
22051,"""Jefferson, (LA)""",153.4,"148.7 - 175.5 (644)",36.8
22053,"""Jefferson Davis, (LA)""",159.5,"148.7 - 175.5 (644)",46.1
22055,"""Lafayette, (LA)""",189.6,"175.6 - 204.1 (644)",45.4
22057,"""Lafourche, (LA)""",169.7,"148.7 - 175.5 (644)",43.3
22059,"""La Salle, (LA)""",142.9,"26.6 - 148.6 (644)",47.6
22063,"""Livingston, (LA)""",149.6,"148.7 - 175.5 (644)",41
22069,"""Natchitoches, (LA)""",206.4,"204.2 - 242.8 (644)",43.1
22071,"""Orleans, (LA)""",126.2,"26.6 - 148.6 (644)",31.8
22075,"""Plaquemines, (LA)""",124.4,"26.6 - 148.6 (644)",35.5
22077,"""Pointe Coupee, (LA)""",233,"204.2 - 242.8 (644)",40.5
22079,"""Rapides, (LA)""",225.9,"204.2 - 242.8 (644)",43.7
22081,"""Red River, (LA)""",176.5,"175.6 - 204.1 (644)",46.9
22085,"""Sabine, (LA)""",170.3,"148.7 - 175.5 (644)",44.2
22087,"""St. Bernard, (LA)""",195.1,"175.6 - 204.1 (644)",40.2
22089,"""St. Charles, (LA)""",146.4,"26.6 - 148.6 (644)",39.5
22091,"""St. Helena, (LA)""",135.6,"26.6 - 148.6 (644)",44.1
22093,"""St. James, (LA)""",171.1,"148.7 - 175.5 (644)",40.4
22095,"""St. John the Baptist, (LA)""",195.7,"175.6 - 204.1 (644)",34.5
22097,"""St. Landry, (LA)""",381,"242.9 - 651.5 (644)",48.7
22099,"""St. Martin, (LA)""",168.4,"148.7 - 175.5 (644)",47.1
22101,"""St. Mary, (LA)""",186.4,"175.6 - 204.1 (644)",42.4
22103,"""St. Tammany, (LA)""",146.4,"26.6 - 148.6 (644)",44.8
22105,"""Tangipahoa, (LA)""",293,"242.9 - 651.5 (644)",41.9
22107,"""Tensas, (LA)""",165.3,"148.7 - 175.5 (644)",42
22109,"""Terrebonne, (LA)""",216.2,"204.2 - 242.8 (644)",48.2
22113,"""Vermilion, (LA)""",341.2,"242.9 - 651.5 (644)",46.2
22115,"""Vernon, (LA)""",226.6,"204.2 - 242.8 (644)",49
22117,"""Washington, (LA)""",262.7,"242.9 - 651.5 (644)",55.2
22121,"""West Baton Rouge, (LA)""",153,"148.7 - 175.5 (644)",40.3
22125,"""West Feliciana, (LA)""",158.6,"148.7 - 175.5 (644)",33.3
22127,"""Winn, (LA)""",221.8,"204.2 - 242.8 (644)",46.8
28001,"""Adams, (MS)""",146.6,"26.6 - 148.6 (644)",38.6
28005,"""Amite, (MS)""",98.8,"26.6 - 148.6 (644)",42.8
28021,"""Claiborne, (MS)""",198.7,"175.6 - 204.1 (644)",40.9
28023,"""Clarke, (MS)""",270.2,"242.9 - 651.5 (644)",37.1
28029,"""Copiah, (MS)""",242.4,"204.2 - 242.8 (644)",34.9
28031,"""Covington, (MS)""",293.2,"242.9 - 651.5 (644)",41.8
28035,"""Forrest, (MS)""",275.7,"242.9 - 651.5 (644)",42
28037,"""Franklin, (MS)""",122.7,"26.6 - 148.6 (644)",40.6
28039,"""George, (MS)""",240.3,"204.2 - 242.8 (644)",46.4
28041,"""Greene, (MS)""",331.5,"242.9 - 651.5 (644)",48.9
28045,"""Hancock, (MS)""",186.4,"175.6 - 204.1 (644)",42.2
28047,"""Harrison, (MS)""",207.6,"204.2 - 242.8 (644)",37.6
28059,"""Jackson, (MS)""",206.7,"204.2 - 242.8 (644)",37.9
28061,"""Jasper, (MS)""",237.1,"204.2 - 242.8 (644)",39.4
28063,"""Jefferson, (MS)""",130,"26.6 - 148.6 (644)",41.6
28065,"""Jefferson Davis, (MS)""",185.6,"175.6 - 204.1 (644)",40.8
28067,"""Jones, (MS)""",144.4,"26.6 - 148.6 (644)",42.4
28073,"""Lamar, (MS)""",216.2,"204.2 - 242.8 (644)",43.6
28077,"""Lawrence, (MS)""",289.8,"242.9 - 651.5 (644)",50.5
28085,"""Lincoln, (MS)""",124.2,"26.6 - 148.6 (644)",42.9
28091,"""Marion, (MS)""",187.1,"175.6 - 204.1 (644)",45.9
28109,"""Pearl River, (MS)""",229.7,"204.2 - 242.8 (644)",42.7
28111,"""Perry, (MS)""",234.7,"204.2 - 242.8 (644)",45.5
28113,"""Pike, (MS)""",184.6,"175.6 - 204.1 (644)",45.7
28127,"""Simpson, (MS)""",234.9,"204.2 - 242.8 (644)",35.7
28129,"""Smith, (MS)""",207.1,"204.2 - 242.8 (644)",37.3
28131,"""Stone, (MS)""",259.9,"242.9 - 651.5 (644)",41.5
28147,"""Walthall, (MS)""",201.6,"175.6 - 204.1 (644)",46
28153,"""Wayne, (MS)""",320.7,"242.9 - 651.5 (644)",38.1
28157,"""Wilkinson, (MS)""",169.7,"148.7 - 175.5 (644)",40.4
01007,"""Bibb, (AL)""",136.5,"26.6 - 148.6 (644)",42.9
01033,"""Colbert, (AL)""",127,"26.6 - 148.6 (644)",40
01057,"""Fayette, (AL)""",207.6,"204.2 - 242.8 (644)",43.3
01059,"""Franklin, (AL)""",131.3,"26.6 - 148.6 (644)",41.8
01063,"""Greene, (AL)""",119.1,"26.6 - 148.6 (644)",32.8
01065,"""Hale, (AL)""",141.2,"26.6 - 148.6 (644)",36.5
01075,"""Lamar, (AL)""",180.3,"175.6 - 204.1 (644)",42
01077,"""Lauderdale, (AL)""",137.9,"26.6 - 148.6 (644)",38.9
01079,"""Lawrence, (AL)""",142.6,"26.6 - 148.6 (644)",42.5
01091,"""Marengo, (AL)""",196.3,"175.6 - 204.1 (644)",40.4
01093,"""Marion, (AL)""",262.8,"242.9 - 651.5 (644)",40.7
01105,"""Perry, (AL)""",181.1,"175.6 - 204.1 (644)",40.6
01107,"""Pickens, (AL)""",116.7,"26.6 - 148.6 (644)",37.8
01119,"""Sumter, (AL)""",156.5,"148.7 - 175.5 (644)",34.3
01125,"""Tuscaloosa, (AL)""",140.7,"26.6 - 148.6 (644)",37.8
01127,"""Walker, (AL)""",210.9,"204.2 - 242.8 (644)",47.7
01133,"""Winston, (AL)""",187.2,"175.6 - 204.1 (644)",43.9
05001,"""Arkansas, (AR)""",271.4,"242.9 - 651.5 (644)",40.4
05003,"""Ashley, (AR)""",259.2,"242.9 - 651.5 (644)",48.2
05005,"""Baxter, (AR)""",197.9,"175.6 - 204.1 (644)",31.9
05009,"""Boone, (AR)""",374.1,"242.9 - 651.5 (644)",35.5
05011,"""Bradley, (AR)""",347.2,"242.9 - 651.5 (644)",49.5
05013,"""Calhoun, (AR)""",229.3,"204.2 - 242.8 (644)",47
05015,"""Carroll, (AR)""",255.5,"242.9 - 651.5 (644)",32.3
05017,"""Chicot, (AR)""",311.3,"242.9 - 651.5 (644)",43.8
05019,"""Clark, (AR)""",278.4,"242.9 - 651.5 (644)",35.8
05021,"""Clay, (AR)""",333.2,"242.9 - 651.5 (644)",38.3
05023,"""Cleburne, (AR)""",160.7,"148.7 - 175.5 (644)",37.1
05025,"""Cleveland, (AR)""",236.6,"204.2 - 242.8 (644)",46
05027,"""Columbia, (AR)""",247.8,"242.9 - 651.5 (644)",42.6
05029,"""Conway, (AR)""",253.3,"242.9 - 651.5 (644)",39.5
05031,"""Craighead, (AR)""",202.2,"175.6 - 204.1 (644)",36
05035,"""Crittenden, (AR)""",228.4,"204.2 - 242.8 (644)",39.9
05037,"""Cross, (AR)""",254.7,"242.9 - 651.5 (644)",40.3
05039,"""Dallas, (AR)""",261.4,"242.9 - 651.5 (644)",42.8
05041,"""Desha, (AR)""",651.5,"242.9 - 651.5 (644)",46.4
05043,"""Drew, (AR)""",252.5,"242.9 - 651.5 (644)",45.2
05045,"""Faulkner, (AR)""",234.7,"204.2 - 242.8 (644)",39.1
05049,"""Fulton, (AR)""",246.6,"242.9 - 651.5 (644)",38.4
05051,"""Garland, (AR)""",273.8,"242.9 - 651.5 (644)",40
05053,"""Grant, (AR)""",219.2,"204.2 - 242.8 (644)",45.5
05055,"""Greene, (AR)""",259.3,"242.9 - 651.5 (644)",37.9
05059,"""Hot Spring, (AR)""",254.3,"242.9 - 651.5 (644)",46.3
05063,"""Independence, (AR)""",323.7,"242.9 - 651.5 (644)",43.5
05065,"""Izard, (AR)""",235.2,"204.2 - 242.8 (644)",37.3
05067,"""Jackson, (AR)""",275.1,"242.9 - 651.5 (644)",42.8
05069,"""Jefferson, (AR)""",281.8,"242.9 - 651.5 (644)",44
05071,"""Johnson, (AR)""",242.6,"204.2 - 242.8 (644)",37.2
05073,"""Lafayette, (AR)""",226.6,"204.2 - 242.8 (644)",42.5
05075,"""Lawrence, (AR)""",243.8,"242.9 - 651.5 (644)",39.9
05077,"""Lee, (AR)""",243.1,"242.9 - 651.5 (644)",39.7
05079,"""Lincoln, (AR)""",309.3,"242.9 - 651.5 (644)",49
05085,"""Lonoke, (AR)""",173.7,"148.7 - 175.5 (644)",41.1
05089,"""Marion, (AR)""",292.8,"242.9 - 651.5 (644)",31.2
05093,"""Mississippi, (AR)""",424.2,"242.9 - 651.5 (644)",38.9
05095,"""Monroe, (AR)""",475.5,"242.9 - 651.5 (644)",40.6
05097,"""Montgomery, (AR)""",244.5,"242.9 - 651.5 (644)",39.6
05099,"""Nevada, (AR)""",276,"242.9 - 651.5 (644)",41.9
05101,"""Newton, (AR)""",380.6,"242.9 - 651.5 (644)",30.7
05103,"""Ouachita, (AR)""",297.2,"242.9 - 651.5 (644)",41.7
05105,"""Perry, (AR)""",260.6,"242.9 - 651.5 (644)",41.1
05107,"""Phillips, (AR)""",240.3,"204.2 - 242.8 (644)",40
05109,"""Pike, (AR)""",269,"242.9 - 651.5 (644)",42.5
05111,"""Poinsett, (AR)""",334.6,"242.9 - 651.5 (644)",39
05115,"""Pope, (AR)""",249.8,"242.9 - 651.5 (644)",41.8
05117,"""Prairie, (AR)""",278.2,"242.9 - 651.5 (644)",42
05119,"""Pulaski, (AR)""",226.9,"204.2 - 242.8 (644)",36.7
05121,"""Randolph, (AR)""",256.8,"242.9 - 651.5 (644)",35.7
05123,"""St. Francis, (AR)""",346.8,"242.9 - 651.5 (644)",39.6
05125,"""Saline, (AR)""",166.4,"148.7 - 175.5 (644)",41.1
05129,"""Searcy, (AR)""",233.2,"204.2 - 242.8 (644)",34.5
05135,"""Sharp, (AR)""",307.2,"242.9 - 651.5 (644)",40.6
05137,"""Stone, (AR)""",193.9,"175.6 - 204.1 (644)",46.3
05139,"""Union, (AR)""",237.9,"204.2 - 242.8 (644)",41.2
05141,"""Van Buren, (AR)""",193.5,"175.6 - 204.1 (644)",36.5
05145,"""White, (AR)""",335.3,"242.9 - 651.5 (644)",41.4
