"cnty_fips","display_name","Value","theme_range","inp_inc"
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",4859
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",5907
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",3909
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",5411
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",4796
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",5571
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",6321
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",6046
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",5039
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",5534
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",5375
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",5704
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",5884
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",4909
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",5195
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",5980
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",5056
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",5904
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",6123
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",6988
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",5205
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",5098
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",6108
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",6020
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",5394
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",5304
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",5516
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",4475
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",6017
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",4675
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",6234
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",5962
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",5786
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",4930
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",5846
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",4754
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",4861
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",5302
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",7198
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",5999
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",4443
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",5384
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",4960
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",5908
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",4421
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",5809
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",7321
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",4928
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",6129
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",5735
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",5348
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",6249
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",5387
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",5484
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",5928
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",6175
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",5663
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",4179
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",5155
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",6234
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",5754
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",4927
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",6583
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",5749
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",5981
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",6028
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",4614
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",5287
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",4324
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",5388
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",6153
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",5622
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",5996
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",5264
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",6374
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",4861
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",5392
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",5671
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",5765
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",4995
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",5713
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",6296
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",4895
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",6416
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",6551
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",6059
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",5708
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",5305
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",7244
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",5509
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",5587
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",5989
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",5436
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",6199
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",5747
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",6240
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",5642
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",5686
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",6132
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",5523
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",5569
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",4766
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",5135
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",4412
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",5824
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",5708
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",5956
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",5643
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",5805
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",5235
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",5610
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",5600
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",5380
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",6003
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",6154
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",5196
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",5537
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",5918
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",6385
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",5322
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",6437
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",5211
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",5003
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",5486
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",5802
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",5888
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",5716
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",5141
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",4696
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",5957
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",4724
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",6314
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",4934
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",4181
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",5062
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",4345
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",4675
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",6108
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",6839
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",3932
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",5917
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",5551
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",5741
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",5196
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",5585
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",6461
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",6933
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",4571
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",6492
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",5047
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",7024
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",5521
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",6386
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",6033
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",5490
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",4422
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",5988
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",4199
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",5113
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",5446
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",5044
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",4482
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",4825
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",4849
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",4969
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",6675
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",5702
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",4284
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",5292
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",6375
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",5376
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",5073
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",3850
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",5597
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",5434
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",4761
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",5642
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",5072
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",4995
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",5409
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",4661
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",5895
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",5512
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",7120
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",5011
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",5442
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",6233
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",5507
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",7240
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",4818
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",6419
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",5925
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",6169
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",5878
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",4916
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",5377
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",5046
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",4582
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",6164
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",6282
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",5433
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",4731
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",5953
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",4340
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",5127
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",5063
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",4488
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",4193
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",5368
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",4628
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",5539
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",5156
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",6607
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",5107
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",6155
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",6726
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",4859
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",5189
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",5519
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",5469
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",6106
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",5376
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",6134
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",4635
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",7180
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",4821
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",5606
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",5830
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",5868
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",5740
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",5260
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",4849
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",5855
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",5365
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",6647
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",5900
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",5746
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",6487
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",4602
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",4951
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",4606
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",6428
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",6217
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",5399
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",5311
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",5980
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",5389
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",5285
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",6177
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",7748
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",5801
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",6087
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",5035
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",8893
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",5727
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",5891
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",6464
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",6089
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",6061
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",5653
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",4446
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",5456
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",5688
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",4971
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",5574
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",7087
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",6194
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",4335
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",4417
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",5486
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",5355
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",5326
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",5015
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",9279
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",5025
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",5570
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",5745
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",6185
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",4849
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",4650
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",5429
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",5888
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",5136
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",4367
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",5551
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",6618
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",3944
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",6264
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",5175
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",6348
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",4797
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",6051
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",4942
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",4912
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",4905
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",4208
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",4725
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",5258
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",5389
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",5971
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",6898
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",5086
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",4717
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",4515
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",6251
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",5970
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",4215
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",8969
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",5002
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",4481
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",5121
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",5516
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",5739
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",5092
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",4973
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",6397
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",4712
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",3652
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",4945
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",5388
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",7173
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",5595
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",5736
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",7136
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",5374
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",6566
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",8906
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",5003
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",5909
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",6076
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",7197
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",6341
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",6579
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",4469
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",4990
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",5535
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",4326
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",3270
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",5803
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",5191
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",5416
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",5139
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",4507
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",7673
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",5841
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",5129
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",5890
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",4688
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",5357
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",4303
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",5805
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",6207
24019,"""Dorchester, (MD)""",221.4,"204.2 - 242.8 (644)",5658
24021,"""Frederick, (MD)""",190.1,"175.6 - 204.1 (644)",4786
24023,"""Garrett, (MD)""",266,"242.9 - 651.5 (644)",5219
24025,"""Harford, (MD)""",192.8,"175.6 - 204.1 (644)",5002
24027,"""Howard, (MD)""",120,"26.6 - 148.6 (644)",4557
24029,"""Kent, (MD)""",204.2,"204.2 - 242.8 (644)",5351
24031,"""Montgomery, (MD)""",105.2,"26.6 - 148.6 (644)",4528
24033,"""Prince George's, (MD)""",160,"148.7 - 175.5 (644)",6798
24035,"""Queen Anne's, (MD)""",180,"175.6 - 204.1 (644)",4671
24041,"""Talbot, (MD)""",145,"26.6 - 148.6 (644)",4033
24043,"""Washington, (MD)""",211.5,"204.2 - 242.8 (644)",5312
24045,"""Wicomico, (MD)""",297.1,"242.9 - 651.5 (644)",5528
24510,"""Baltimore City, (MD)""",235,"204.2 - 242.8 (644)",8636
34001,"""Atlantic, (NJ)""",225.6,"204.2 - 242.8 (644)",5231
